id,sentence,verb,xcomp,level,sub
5,"Nendel põhikooli lõpetajatel, kes on otsustanud jätkata õpinguid gümnaasiumis, on samuti mitu võimalust.",otsustama,jätkama,gümn,", kes on otsustanud jätkata ,"
9,"Üha rohkem leidub noori, kes pärast gümnaasiumi lõpetamist soovivad astuda kõrgkooli.",soovima,astuma,gümn,", kes lõpetamist soovivad astuda"
36,Isegi pastakat ei julgenud kelleltki küsida.,julgema,küsima,gümn,pastakat ei julgenud küsida .
37,"Ükskord püüdsin juttu alustada nii, et küsisin, kes Stingi kontserdil käis.",püüdma,alustama,gümn,Ükskord püüdsin alustada küsisin .
57,"Kui lähed uude kooli, püüa leida vähemalt üks klassikaaslane, kellega suhelda.",püüdma,leidma,gümn,lähed püüa leida .
116,"Kui tahad tunni ajal minna WC-sse või arsti juurde, saadab sind sinna klassi poolt valitud esindaja.",tahtma,minema,gümn,"Kui tahad minna ,"
128,"Kui sa tahad tunni ajal näiteks WC-sse minna, siis peab õpetaja sulle nn passi kirjutama.",tahtma,minema,gümn,"Kui sa tahad minna ,"
146,"Koolis tohtis end meikida, kuid kõrvarõngaid ei tohtinud olla.",tohtima,meikima,gümn,Koolis tohtis meikida olla .
209,"Nad oskavad tekitada vaidlust ka siis, kui esmapilgul pole millegi üle vaielda.",oskama,tekitama,gümn,Nad oskavad tekitada vaielda .
247,Kolmandik vene koolinoortest tahaks õppida Tartus.,tahtma,õppima,gümn,Kolmandik tahaks õppida .
251,Kelleks oled üldse soovinud saada?,soovima,saama,gümn,Kelleks oled üldse soovinud saada ?
257,Lapsepõlves tahtsin autojuhiks saada.,tahtma,saama,gümn,Lapsepõlves tahtsin saada .
259,Tahan kindlasti ülikooli astuda.,tahtma,astuma,gümn,Tahan kindlasti astuda .
264,"Kui varem unistasin maale perenaiseks minekust, siis nüüd on vastupidi - tahaksin elada võimalikult suures linnas.",tahtma,elama,gümn,- tahaksin elada
266,Mina tahaksin väga telerežiid õppida.,tahtma,õppima,gümn,Mina tahaksin õppida .
268,Olen kogu aeg tahtnud arstiks saada.,tahtma,saama,gümn,Olen aeg tahtnud saada .
269,Praegu tahan sotsiaaltööd õppida.,tahtma,õppima,gümn,Praegu tahan õppida .
273,Ma pole kunagi tahtnud saada õpetajaks või astronaudiks.,tahtma,saama,gümn,Ma pole kunagi tahtnud saada .
274,Tahan saada metallikunstnikuks.,tahtma,saama,gümn,Tahan saada .
277,"Olen kindel, et tulevikuski osatakse head kunsti hinnata.",oskama,hindama,gümn,", et tulevikuski osatakse hinnata"
278,Tahaksin õppida kunstiakadeemias.,tahtma,õppima,gümn,Tahaksin õppida .
279,"Olen selle üheksa aastaga teada saanud, kui vähe ma tegelikult tean.",saama,teadma,gümn,Olen teada saanud tean .
280,"Nooremana teadsin paremini, kelleks saada tahan, kuid soovid muutusid kiiresti: politseinik, advokaat, arhitekt.",tahtma,saama,gümn,saada tahan
281,Nüüd tahaks juristiks saada.,tahtma,saama,gümn,Nüüd tahaks saada .
290,"Tahan armastada oma meest, olla truu.",tahtma,armastama,gümn,Tahan armastada truu .
294,Tahaksin leida oma koha elus.,tahtma,leidma,gümn,Tahaksin leida .
295,"Püüan õppida nii palju, kui on võimalusi.",püüdma,õppima,gümn,Püüan õppida on .
299,"Tahaksin õppida majandust või infotehnoloogiat, sest see on perspektiivikas eriala.",tahtma,õppima,gümn,Tahaksin õppida eriala .
300,"Mulle meeldiks politseinikuamet, tahan vähendada kuritegevust Eesti riigis.",tahtma,vähendama,gümn,", tahan vähendada"
302,Tahaksin sõjaväelasena leiba teenida.,tahtma,teenima,gümn,Tahaksin teenida .
303,Tahaksin kindlasti maal elada.,tahtma,elama,gümn,Tahaksin kindlasti elada .
311,"Alguses tahtsin arstiks õppida, siis lenduriks.",tahtma,õppima,gümn,Alguses tahtsin õppida lenduriks .
314,"Imelik, kõige rohkem kardan ma praegu vist lennukiga sõitma minna.",kartma,minema,gümn,", rohkem kardan ma praegu minna"
331,"Olen alati tahtnud külluses elada, aga pole õnnestunud.",tahtma,elama,gümn,Olen alati tahtnud elada õnnestunud .
332,"Keskkooli alguses ma ei teadnud muud, kui et tahan minna kõrgkooli.",tahtma,minema,gümn,", kui et tahan minna"
333,Eks ma olin ikka edev ja tahtsin kuulsaks saada.,tahtma,saama,gümn,ja tahtsin saada
342,"Kartsin, et klassikaaslased ei taha minuga suhelda.",tahtma,suhtlema,gümn,", et klassikaaslased ei taha suhelda"
344,"Praegu on minu jaoks kõige tähtsam saada koolis häid hindeid, sest tahan selle klassi lõpetada paremate hinnetega kui eelmise.",tahtma,lõpetama,gümn,", sest tahan lõpetada"
345,"Tulevikus on hea tervise omamine isegi tähtsam kui praegu, sest ainult terve inimene suudab oma tööd üha tõhusamalt teha.",suutma,tegema,gümn,", sest inimene suudab teha"
385,"Mina tahaksin küll rohkem võitja olla, aga eks elu näitab.",tahtma,olema,gümn,Mina tahaksin küll võitja olla näitab .
386,"Te peate teadma oma eesmärki, milleni te tahate jõuda.",tahtma,jõudma,gümn,", milleni te tahate jõuda"
396,"Samuti on kasulik osata eristada signaale ja infot, mis teatavad, et olete soovitud kursilt kõrvale kaldunud.",oskama,eristama,gümn,osata eristada
399,"Kui teil mingi asi esimesel korral välja ei tule, proovige teha midagi muud ja teisiti.",proovima,tegema,gümn,tule proovige teha .
456,"Inimesed tahavad edukaks saada vaid selleks, et nautida au, raha ja positsiooni.",tahtma,saama,gümn,Inimesed tahavad saada .
513,Kuid masinad ei oska siiski mõelda nagu inimesed.,oskama,mõtlema,gümn,Kuid masinad ei oska siiski mõelda .
519,"Tarvitseb vaid torgata kaardil lipukesed kohtadesse, mis mind huvitavad, ja mõnekümne sekundi pärast on kujundatud kõige kiirem või kõige lühem teekond koos skeemi ja tabeliga, kus on kirjas kõik olulised ristmikud suunajuhatustega, reisiks kuluv aeg, sobivad ööbimiskohad ning isegi bensiinikulu ja reisi maksumus.",tarvitsema,torkama,gümn,Tarvitseb torgata kujundatud .
573,"Peatoimetaja väidab, et valikut tehes püüti unustada isiklikud sümpaatiad.",püüdma,unustama,gümn,", et tehes püüti unustada"
630,"Vaevalt et Charles Babbage oskas aimata, millele ta aluse paneb, kui ta 1832. aastal oma arvutusmasina kallal tööle asus.",oskama,aimama,gümn,Vaevalt Charles oskas aimata .
677,"Eelistate elada siin ja praegu, ainult aeg-ajalt unistate ennast kuhugi mujale.",eelistama,elama,gümn,Eelistate elada unistate .
687,Keda Eesti olümpiavõitjatest oskate nimetada?,oskama,nimetama,gümn,Eesti oskate nimetada ?
706,"Keegi ei taha uskuda, aga tegelikult olin rõõmus ja rahul.",tahtma,uskuma,gümn,Keegi ei taha uskuda rõõmus .
821,Noored ja vanad tahavad üheskoos olla ja kevadest rõõmu tunda.,tahtma,olema,gümn,Noored tahavad üheskoos olla .
831,"Kui taheti ilusamaks saada ja kaua noor olla, pandi hommikul pesu vahele toores kanamuna või hõberaha.",tahtma,saama,gümn,"Kui taheti saada ,"
875,"Ärge unustage lisada koopiat ostudoku- mendist, kuupäeva ja allkirja.",unustama,lisama,gümn,Ärge unustage lisada .
877,Sellistel juhtudel ei pruugi ekspertiis teha otsust tarbija kasuks.,pruukima,tegema,gümn,juhtudel ei pruugi ekspertiis teha .
910,"Kui soovite toite tellida, siis valige endale sobiv Chopsticks.",soovima,tellima,gümn,"Kui soovite tellida ,"
919,Soovid tellida pitsat koju või kontorisse helista: 6 567 567.,soovima,tellima,gümn,Soovid tellida 6 .
943,Ma ei taha seda putru proovida.,tahtma,proovima,gümn,Ma ei taha proovida .
964,"Nad tahavad teada, miks see juhtus ja kas nad saavad kuidagi aidata.",tahtma,teadma,gümn,Nad tahavad teada .
977,Kelleks sa tahad saada?,tahtma,saama,gümn,sa tahad saada ?
1001,Ja tõepoolest - katsuge kokkulepitud aegadest kinni pidada.,katsuma,pidama,gümn,Ja tõepoolest - katsuge pidada .
1003,"Kinnitage lihtsalt, et tahate Liisa juures näiteks filmi vaadata, aga see lõpeb pärast üheksat vms.",tahtma,vaatama,gümn,", et tahate vaadata lõpeb"
1048,"Nad tahavad pidevalt teada, kas armastad neid, kas nad ikka sulle meeldivad, kas midagi on valesti, kas nad näevad head välja, millega nad on sind pahandanud, ja miks sa nende asemel oma sõpradega välja lähed.",tahtma,teadma,gümn,Nad tahavad pidevalt teada .
1050,"Ma ei tea, miks, aga ma ei suuda oma tüdrukule öelda, et ma teda armastan.",suutma,ütlema,gümn,", miks , aga ma ei suuda öelda"
1067,Juta tahab Rainile väga meeldida ja võtab ühe sigareti.,tahtma,meeldima,gümn,Juta tahab Rainile meeldida võtab .
1088,Kas suudate end ette kujutada elamas tänaval?,suutma,kujutama,gümn,Kas suudate kujutada elamas ?
1091,"Kui oleksite narkootikume proovinud, kas julgeksite seda ka oma vanematele öelda?",julgema,ütlema,gümn,proovinud kas julgeksite öelda ?
1096,"Üks Liina sõpradest, Rutt, küsib, kas keegi tahab suitsetada.",tahtma,suitsetama,gümn,", kas keegi tahab suitsetada"
1098,"Liina sõber Jan ütleb, et ta tahaks proovida.",tahtma,proovima,gümn,", et ta tahaks proovida"
1124,"Ühes muistendis pajatatakse, et Kalevipoeg tulnud Vene maalt kaupa vahetamast ja tahtnud puhata.",tahtma,puhkama,gümn,ja tahtnud puhata
1142,Ats kaalus hoolega millised õpikud kaasa võtta millised koju jätta et koolikott ei saaks liiga raske sest koolini oli pikk tee.,kaaluma,võtma,gümn,Ats kaalus hoolega võtta raske .
1233,"Mida peaks suutma inimene, et tema kohta võiks öelda, et ta oskab ujuda?",oskama,ujuma,gümn,", et ta oskab ujuda"
1240,"Ma armastan istuda toas, lugeda raamatuid, kuulata muusikat, olla arvuti taga, vaadata televiisorit.",armastama,istuma,gümn,Ma armastan istuda olla vaadata .
1254,Armastan töötada suvilas või aias.,armastama,töötama,gümn,Armastan töötada .
1263,Ma ei armasta korjata seeni ega marju.,armastama,korjama,gümn,Ma ei armasta korjata .
1340,Keskaegsed loodusvaatlejad püüdsid pääsukeste sügisesele ärakadumisele anda kummalisi seletusi.,püüdma,andma,gümn,loodusvaatlejad püüdsid anda .
1377,"Tema iseloomustamiseks võib veel öelda, et ta on kõigi vastu ääretult kena ning armastab tegutseda ja viibida värskes õhus.",armastama,tegutsema,gümn,ning armastab tegutseda
1384,Ta on üsna kinnine ja armastab viibida valitud seltskonnas.,armastama,viibima,gümn,ja armastab viibida
1385,"Kes armastab hobuseid, armastab viibida värskes õhus.",armastama,viibima,gümn,armastab viibida .
1402,"Ta ei suuda kuidagi kannatada seda, kui kellelegi halba tehakse.",suutma,kannatama,gümn,Ta ei suuda kannatada tehakse .
1405,"Kes unistades armastab jälgida liblika lendu, kipub suuremat tähtsust omistama asjade ja inimeste välimusele kui sellele, mis on nende sisu või millest nad on tehtud.",unistama,jälgima,gümn,Kes unistades armastab jälgida
1409,"Ta tahab igal hetkel jagada teistega seda, mida mõtleb, tunneb, näeb ja kuuleb.",tahtma,jagama,gümn,Ta tahab hetkel jagada .
1437,Kunagi tulevikus tahaksin mägedesse sõita.,tahtma,sõitma,gümn,Kunagi tulevikus tahaksin sõita .
1448,"Seega olen püüdnud kordki aastas reisile minna, et näha midagi uut ja põnevat.",püüdma,minema,gümn,Seega olen püüdnud kordki minna näha .
1543,Tahaksin kordki elada nelja- või viietämilises hotellis.,tahtma,elama,gümn,Tahaksin elada .
1550,Mis kuupäevaks soovite broneerida tuba?,soovima,broneerima,gümn,kuupäevaks soovite broneerida ?
1560,Sooviksin tuba broneerida.,soovima,broneerima,gümn,Sooviksin broneerida .
1605,Tahaksin Sulle kirjutada meie pere reisist Lõuna-Eestisse.,tahtma,kirjutama,gümn,Tahaksin kirjutada .
1622,"Said vist juba aru, et meie pere armastab aktiivselt puhata.",armastama,puhkama,gümn,", et pere armastab puhata"
1652,Pärast esimeste taktide kõlamist ei suutnud publik enam millelegi muule peale muusika mõeldagi.,suutma,mõtlema,gümn,kõlamist ei suutnud publik mõeldagi .
1654,"Eriliseks tõmbenumbriks kujunes kogukas ja muhe trummar, kelle mäng avaldas niivõrd head muljet, et pärast kontserti kogunes mehe juurde järjekord vaimustatud turistidest, kes kõik soovisid end temaga koos pildistada lasta.",soovima,laskma,gümn,", kes kõik soovisid lasta"
1673,Meiega samal ajal otsustas seda teha ka president Vladimir Putin.,otsustama,tegema,gümn,Meiega ajal otsustas teha president .
1683,"Paleesse sissesaamisega võib tekkida raskusi, sest inimesi, kes seda näha ihkavad, on palju ja järjekorras võib minna mitu tundi.",ihkama,nägema,gümn,", kes näha ihkavad ,"
1694,"Tahaksin minna Prahasse, sest seal on uskumatult hästi säilinud vanalinn.",tahtma,minema,gümn,Tahaksin minna säilinud .
1695,"Kindlasti tahaksin käia ka Praha lossis, mis on alati olnud valitsejate mõisamaja.",tahtma,käima,gümn,Kindlasti tahaksin käia .
1744,Head klienditeenindust tahaks ka Tallinnas rohkem kohata.,tahtma,kohtama,gümn,tahaks kohata .
1746,"Ta peab olema hüperaktiivne ja rõõmsameelne, viitsima ennast tõesti hommikust õhtuni tööle pühendada ja olema nõus võtma puhkuse ainult selleks, et kuskile välismaale sõita.",viitsima,pühendama,gümn,", viitsima tõesti pühendada"
1764,Veerand tunniga ei jõudnud saatekülalised midagi olulist öelda.,jõudma,ütlema,gümn,tunniga ei jõudnud saatekülalised öelda .
1771,Ettevõtted soovivad tulevikus vormida igasuguse kujuga ekraane.,soovima,vormima,gümn,Ettevõtted soovivad vormida .
1783,Seega peab teie reklaam ajalehes või ajakirjas suutma mõne sekundiga lugejale mõju avaldada.,suutma,avaldama,gümn,Seega peab reklaam suutma avaldada .
1784,"Kui te ei suuda hetkega lugeja pilku püüda, olete selleks korraks kaotanud järjekordse kliendi.",suutma,püüdma,gümn,"Kui te ei suuda püüda ,"
1787,"Kui olete saanud igatsetud tähelepanu, peate suutma tarbijat lõpuni köita.",suutma,köitma,gümn,saanud peate suutma köita .
1796,"Enamik inimesi armastas lapsena muinasjutte ning paljud ei julge tunnistada, et armastavad neid täiskasvanunagi.",julgema,tunnistama,gümn,ning paljud ei julge tunnistada
1812,Ta ei soovi reklaamplakatit näha.,soovima,nägema,gümn,Ta ei soovi näha .
1814,Tahtsin kuulutust reklaamilehte panna.,tahtma,panema,gümn,Tahtsin panna .
1815,Proovisin avaldust elektronpostiga saata.,proovima,saatma,gümn,Proovisin saata .
1938,Mis saateid te maha magada ei taha?,tahtma,magama,gümn,te magada ei taha ?
1965,"Mõni ei tahagi lugeda, ütleb hoopis: see ralli tapab loomingu, kiirustamine on kunsti surm.",tahtma,lugema,gümn,Mõni ei tahagi lugeda ütleb .
2075,Ma ei taha sellest loost midagi kuulda.,tahtma,kuulma,gümn,Ma ei taha loost kuulda .
2102,"Kui tunnete end halvasti, püüdke leida selle põhjus.",püüdma,leidma,gümn,tunnete püüdke leida .
2115,Kuidas sa selleni jõuda tahad?,tahtma,jõudma,gümn,Kuidas sa jõuda tahad ?
2136,"Kui kaal ei taha langeda, siis annab see endiselt põhjust nälgimiseks, kui kaal langeb, siis innustab see omakorda edasi kaalu langetama, tekib nõiaring.",tahtma,langema,gümn,"Kui kaal ei taha langeda ,"
2149,"Teismelised teevad ise palju toitumisvalikuid, mis ei pruugi olla tervislikud.",pruukima,olema,gümn,", mis ei pruugi olla tervislikud"
2160,Miks inimesed ei taha hommikuti süüa?,tahtma,sööma,gümn,Miks inimesed ei taha süüa ?
2187,Mõni armastab terveid tunde lakke vahtida.,armastama,vahtima,gümn,Mõni armastab tunde vahtida .
2248,"Hea uni on vajalik heaks enesetundeks ning selleks, et tunda ennast puhanuna ja suuta teha õigeid otsuseid.",suutma,tegema,gümn,ja suuta teha
2284,Siiamaani püütakse ka inimese tervislikku olukorda ennustada nähtud une järgi.,püüdma,ennustama,gümn,Siiamaani püütakse ennustada .
2288,"Tänapäeval püütakse hoiduda oma unenägude jutustamisest, et unes nähtu ei täituks.",püüdma,hoiduma,gümn,Tänapäeval püütakse hoiduda täituks .
2307,Inimese tervislikku olukorda püütakse ennustada nähtud unenäo järgi.,püüdma,ennustama,gümn,püütakse ennustada .
2363,Kas te oskate väljaspool kooli ebameeldivast situatsioonist huumori abil välja tulla?,oskama,tulema,gümn,Kas te oskate tulla ?
2364,"Kui te märkate, et teid petetakse, kas suudate seda mitte välja näidata?",suutma,näitama,gümn,"märkate , kas suudate näidata ?"
2371,"Püüdke end muuta ja vaadata elu, teisi inimesi ja iseennast naljakast, lõbusast vaatevinklist.",püüdma,muutma,gümn,Püüdke muuta .
2503,Kõik ajateenijad tahavad telekat vaadata.,tahtma,vaatama,gümn,ajateenijad tahavad vaadata .
2507,Kauaaegse ülemana oskas meie rühmavanem tekkinud konflikti õiglaselt lahendada.,oskama,lahendama,gümn,ülemana oskas lahendada .
2508,Priit kui noorem otsustas ennast siiski õigustada.,otsustama,õigustama,gümn,Priit otsustas õigustada .
2520,"Püüa aru saada, poisid heitsid vaid nalja.",püüdma,saama,gümn,Püüa saada heitsid .
2539,"Juba talumuuseumi ajal muudkui vaatasin kuulutusi, et saaks neid ometi õppida, aga kõik nädalavahetused olid kinni ja minna ei saanud.",saama,minema,gümn,ja minna ei saanud
2550,"Kõik neist ei jooksnud, kuid ometi tahtsid kõik neist osaleda ja võita.",tahtma,osalema,gümn,", kuid ometi tahtsid kõik osaleda"
2662,Kellele kiirusenäitajad ülearu äkilised või kütusekulu suurevõitu tundub: peagi kavatseb Tata lagedale tuua ka diiselmootoriga versiooni.,kavatsema,tooma,gümn,: peagi kavatseb Tata tuua
2669,"Aastal 2008 loodab Tata müüa 200 000 Nanot, järgmisel aastal juba rohkem.",lootma,müüma,gümn,Aastal loodab müüa rohkem .
2706,"Kuigi muusikat püüti salvestada juba 15. sajandil, siis esimesed elektroonilised salvestused 1920ndatel panid aluse tehnoloogia ja muusika koosarengule.",püüdma,salvestama,gümn,"Kuigi püüti salvestada ,"
2716,"Võiks isegi öelda, et praegu ei oma kaalu niivõrd, millist tehnoloogiat ja abivahendeid DJ esinemistel kasutab, kuivõrd just see, kui hästi oskab DJ klubis unikaalset muusikalist naudingut pakkuda.",oskama,pakkuma,gümn,hästi oskab DJ pakkuda
2752,Taivo suutis töö veatult teha.,suutma,tegema,gümn,Taivo suutis teha .
2753,Taivo ja Marko suutsid töö veatult teha.,suutma,tegema,gümn,Taivo suutsid teha .
2764,Millist muusikat eelistate peol olles kuulata?,eelistama,kuulama,gümn,eelistate kuulata ?
2773,Mobiiltelefonid suudavad puutetundliku ekraani tõeliselt massidesse viia.,suutma,viima,gümn,Mobiiltelefonid suudavad viia .
2784,"Krõbe hind, mida kruvib peamiselt uhke Prada märk, ei ole lubanud telefonil masskasutusse tungida.",lubama,tungima,gümn,hind ei ole lubanud tungida .
2804,Veebikaameratega varustatud Skype’i kasutajad on videokõnesid juba mõnda aega teha saanud.,saama,tegema,gümn,Skype’i on videokõnesid aega teha saanud .
2808,"Kuid pildi suurusest vast isegi olulisem on kaadrite vaheldumise kiirus, ja siinkohal lubavad asjaosalised edastada pilti kiirusega kuni 30 kaadrit sekundis.",lubama,edastama,gümn,", ja siinkohal lubavad edastada"
2867,"Näis, nagu tahaks ta midagi öelda.",tahtma,ütlema,gümn,", nagu tahaks ta öelda"
2942,Kuid devalveerimist eelistati edasi lükata.,eelistama,lükkama,gümn,Kuid eelistati lükata .
2988,"Seejuures ei ole ainuke ekspordivõimet mõjutav faktor see, milliseid kaupu suudame pakkuda, vaid ka see, kes on valmis meie tooteid ostma ja millist hinda nad suudavad maksta.",suutma,pakkuma,gümn,suudame pakkuda
2988,"Seejuures ei ole ainuke ekspordivõimet mõjutav faktor see, milliseid kaupu suudame pakkuda, vaid ka see, kes on valmis meie tooteid ostma ja millist hinda nad suudavad maksta.",suutma,maksma,gümn,ja nad suudavad maksta
3077,"Selle kaubamaja omanik ütles temaga tehtud intervjuus, et maailmas pole asja, mida tema poest osta ei saaks, näiteks kui keegi tahab osta reisilennuki, siis ta selle ka saab.",tahtma,ostma,gümn,", näiteks keegi tahab osta"
3086,"Selle kaubamaja omanik ütles temaga tehtud intervjuus, et maailmas pole asja, mida tema poest osta ei saaks, näiteks kui keegi tahab osta reisilennuki, siis ta selle ka saab.",tahtma,ostma,gümn,", näiteks keegi tahab osta"
3210,"Mets mõjutab ümbritsevat keskkonda väga mitmel viisil, võib-olla enamgi, kui suudame ette kujutada.",suutma,kujutama,gümn,", kui suudame kujutada"
3227,"Ehk teisiti öeldes, rahvas tahab puhata, matkata, marju ning seeni korjata, jahti pidada.",tahtma,puhkama,gümn,", rahvas tahab puhata"
3229,"Loomulikult tahetakse tarbida kõiki tooteid, mida puidust saab - alustades küttepuudega ja lõpetades elamutega.",tahtma,tarbima,gümn,Loomulikult tahetakse tarbida alustades .
3279,"Kompromissina neile, kes plastkuuse kahjulikkust ei usu või elus kuuske maha raiuda ei raatsi, on kolmas jõulupuuvõimalus - potikuusk.",raatsima,raiuma,gümn,või raiuda ei raatsi
3363,Lahemaa rahvuspargis püütakse säilitada kaunist loodust ning luua tingimused looduse tundmaõppimiseks.,püüdma,säilitama,gümn,rahvuspargis püütakse säilitada .
3421,"Mõni armunu ei julge end avada, sest kardab seeläbi väljavalitule igavaks muutuda.",julgema,avama,gümn,armunu ei julge avada kardab .
3421,"Mõni armunu ei julge end avada, sest kardab seeläbi väljavalitule igavaks muutuda.",kartma,muutuma,gümn,", sest kardab seeläbi muutuda"
3423,"Kolmas püüab säilitada emotsionaalset iseseisvust, kartes, et liiga suur lähedus röövib sõltumatuse.",püüdma,säilitama,gümn,Kolmas püüab säilitada kartes .
3457,Sellisele armastuskirjale ei oska ma vastata.,oskama,vastama,gümn,ei oska ma vastata .
3461,Keegi meist ei tahtnud uskuda niisuguseid jutte.,tahtma,uskuma,gümn,Keegi meist ei tahtnud uskuda .
3462,Ma tahan neist asjust teiega kõnelda.,tahtma,kõnelema,gümn,Ma tahan kõnelda .
3494,"Noored olid selle aja kogu külarahva valvsa pilgu all ja kui üks pooltest end halvasti üleval pidas, võidi kihlus katkestada.",võima,katkestama,gümn,"ja pidas , võidi katkestada"
3518,Püüdsin sulle kirjeldada kogu tseremooniat.,püüdma,kirjeldama,gümn,Püüdsin kirjeldada .
3536,Oma isikustiili kujundades püüa kirjutada mitmekesiselt.,püüdma,kirjutama,gümn,kujundades püüa kirjutada .
3538,"Tekst võib olla mitmetähenduslik, lubatakse eirata keelenorme.",lubama,eirama,gümn,", lubatakse eirata"
3573,"Kogu aeg muretseb, pabistab ja püüab kõike puust ette teha.",püüdma,tegema,gümn,ja püüab teha
3615,"Nad tahtsid saada õpetajaks, aga kumbki ei pääsenud ülikooli.",tahtma,saama,gümn,Nad tahtsid saada pääsenud .
3650,"Kui ma ikka väga tahan midagi vaadata, siis lähen ma seda niikuinii vaatama.",tahtma,vaatama,gümn,"Kui ma ikka väga tahan vaadata ,"
3750,Iga teatrisaalis veedetud minuti eest tahaks saada võimalikult palju.,tahtma,saama,gümn,minuti tahaks saada .
3764,"Eesti filmid pakuvad tegijatele vaid tegemise rõõmu, kasumit nendega pole veel keegi teenida suutnud.",suutma,teenima,gümn,", kasumit nendega pole veel teenida suutnud"
3765,"Eesti suurima filmilevifirma juhi sõnul oodatakse Eestis kohalikke filme, neid tahetakse järjest enam näha.",tahtma,nägema,gümn,", tahetakse näha"
3790,"Nii palju kui mina olen näinud, ei ole ühtegi inimest, kes tahaks end samastada või elada sama elu, mida peategelased meie filmis elavad.",tahtma,samastama,gümn,", kes tahaks samastada"
3795,"See on lugu poisist, kes on otsustanud politsei arestikambris kirjutada kõigest.",otsustama,kirjutama,gümn,", kes on otsustanud kirjutada"
3799,"Ent söögiraha nimel nõustub ta müüma narkot ja see tõmbab ta sündmustesse, mida Rass ei suuda enam kontrollida.",suutma,kontrollima,gümn,", Rass ei suuda kontrollida"
3801,"Teie vestluspartner soovib teada, mis on teie lemmikfilm ja missugused filmid teile kõige rohkem meeldivad.",soovima,teadma,gümn,vestluspartner soovib teada .
3810,"Videolaenutusse, tahaks midagi põnevat vaadata.",tahtma,vaatama,gümn,"Videolaenutusse , tahaks vaadata ."
3848,Milliseid maailmakuulsaid filmifestivale oskate nimetada?,oskama,nimetama,gümn,oskate nimetada ?
3864,Viimasel lasteaia-aastal tahtsin väga minna kooli.,tahtma,minema,gümn,lasteaia-aastal tahtsin minna .
3869,"Alati tahaks sinna tagasi minna, kus on häid mälestusi.",tahtma,minema,gümn,Alati tahaks minna on .
3879,"Päris väiksena oli muid mõtteid ka, tahtsin näiteks juuksuriks saada.",tahtma,saama,gümn,", tahtsin saada"
3885,"Kui alustasime, ei osanud arvata ega mõelda, kui kaua kestame.",oskama,arvama,gümn,alustasime ei osanud arvata .
3916,"Kui aega õigesti jagada, siis jõuab kõike teha.",jõudma,tegema,gümn,jagada siis jõuab teha .
3917,Jõuab ilusasti puhata ka.,jõudma,puhkama,gümn,Jõuab puhata ka .
3946,"Mida soovitad neile noortele, kes tahavad laulmisega tippu jõuda?",tahtma,jõudma,gümn,", kes tahavad jõuda"
3958,"Samas on mul vaja veel oskust, et suudaks ennast täiesti tööst välja lülitada.",suutma,lülitama,gümn,", et suudaks lülitada"
4097,"Kahjuks on mul kahel viimasel suvel olnud nii kiire, et pole sinna jõudnud, kuid tänavu üritan seda viga parandada.",üritama,parandama,gümn,", kuid tänavu üritan parandada"
4106,"Sel aastal olen jõudnud käia Elvas Verevi järve ääres, kus oli mõnus.",jõudma,käima,gümn,aastal olen jõudnud käia .
4139,Mingitele suvistele massimürglitele eelistan oma kodu köögis sõpradega hea muusika saatel maailmaasju arutada.,eelistama,arutama,gümn,massimürglitele eelistan kodu köögis arutada .
4141,Aga 50 Centi tahaks küll kuulama minna.,tahtma,minema,gümn,Aga Centi tahaks minna .
4143,"Sellist üritust, mida kindlasti külastada ei tahaks, vist polegi.",tahtma,külastama,gümn,", kindlasti külastada ei tahaks ,"
4173,Aastast 1999 on jälle lubatud laulda mis tahes keeltes.,lubama,laulma,gümn,Aastast on jälle lubatud laulda .
4179,"Ma püüan kunstiteost vaadates alati mõelda, mis perioodil ja kus on see valminud.",püüdma,mõtlema,gümn,Ma püüan vaadates mõelda .
4192,"Minu arust tahab kunstnik lihtsalt oma fantaasiamaailma kujutada ja kuidas ta seda teeb, on tema otsustada.",tahtma,kujutama,gümn,Minu tahab kunstnik lihtsalt kujutada otsustada .
4203,"Mulle meeldivad skulptuurid, sest nendest saad kohe aru, mida kunstnik tahab öelda või edasi anda.",tahtma,ütlema,gümn,", kunstnik tahab öelda"
4212,"Navitrolla justkui tahaks öelda, et maailmas on kõik kõigega seotud: loomad ja inimesed, loodus ja kliima, suhted ja poliitika.",tahtma,ütlema,gümn,Navitrolla justkui tahaks öelda .
4221,Aga hobust ei osanud joonistada.,oskama,joonistama,gümn,Aga ei osanud joonistada .
4277,"Riskeerides vabadusega, toimus just tema eestvedamisel 1864. aastal tema isatalus tähtis koosolek, kus otsustati saata keisri juurde saatkond palvekirjaga, milles juhiti tähelepanu üle jõu käivatele maksudele ja kohalike võimude omavolitsemisele.",otsustama,saatma,gümn,", kus otsustati saata"
4287,"Juba koolis tekkis tulevasel skulptoril huvi kunsti vastu, näiteks armastas ta puutükkidest laevukesi nikerdada.",armastama,nikerdama,gümn,", näiteks armastas ta nikerdada"
4292,"Adamson üritas 1873. aastal astuda Peterburi Kunstide Akadeemiasse, kuid katse ebaõnnestus.",üritama,astuma,gümn,Adamson üritas aastal astuda katse .
4293,"Seejärel asus ta otsima Liivimaa kuberneri, kes oli aastaid tagasi lubanud teda tema õpingutes toetada.",lubama,toetama,gümn,", kes oli aastaid tagasi lubanud toetada"
