id,sentence,verb,xcomp,level,sub
24127,Selle ajaga jõudsin ma õpetajate ja klassikaaslastega harjuda ja ei tahtnud ära sõita.,jõudma,harjuma,gümn,ajaga jõudsin ma harjuda tahtnud .
24127,Selle ajaga jõudsin ma õpetajate ja klassikaaslastega harjuda ja ei tahtnud ära sõita.,tahtma,sõitma,gümn,ja ei tahtnud sõita
24131,Ma ei tahtnud ärasõidu peale mõeldagi.,tahtma,mõtlema,gümn,Ma ei tahtnud mõeldagi .
24136,"See-eest aga ei karda ma enam vigu teha, mul ei ole hirmu, et minust aru ei saada.",kartma,tegema,gümn,See-eest aga ei karda ma enam teha mul .
24184,Kas soovid ka ise kedagi majutada?,soovima,majutama,gümn,Kas soovid majutada ?
24202,"Kirjuta, mis motiveeris sind osalema Eestisiseses õpilasvahetuses, mida soovid õpilasvahetusega kogeda ning kuidas sind arendab.",soovima,kogema,gümn,", mida soovid kogeda arendab"
24203,"Kui soovid kindlasti vahetuskoolis mingil konkreetsel õppesuunal õppida, pane ka see kirja.",soovima,õppima,gümn,"Kui soovid kindlasti vahetuskoolis õppida ,"
24209,"Soovin osaleda Eesti-siseses vahetusõpilase programmis, et saada teada, kuidas käivad asjad teistes koolides, mis teistmoodi, lisaks proovida ära mõni uus õppesuund.",soovima,osalema,gümn,Soovin osaleda saada .
24209,"Soovin osaleda Eesti-siseses vahetusõpilase programmis, et saada teada, kuidas käivad asjad teistes koolides, mis teistmoodi, lisaks proovida ära mõni uus õppesuund.",saama,teadma,gümn,", et saada teada"
24212,Olen Marie ja soovin osaleda VeniVidiVici õpilasvahetuses.,soovima,osalema,gümn,ja soovin osaleda
24213,"Mulle meeldiks teada saada, millised on teised koolid, millised on õpilased ja kuidas seal õpitakse.",saama,teadma,gümn,teada saada millised
24214,Loomulikult tahaksin leida sealt endale ka uusi sõpru.,tahtma,leidma,gümn,Loomulikult tahaksin leida .
24222,"Tahan tulla teie kooli vahetusõpilaseks, sest ma olen oma praeguses koolis kõige targem õpilane.",tahtma,tulema,gümn,Tahan tulla õpilane .
24223,"Tahaks tulla ja proovida, mis tunne oleks teie koolis õppida ja haridust saada.",tahtma,tulema,gümn,Tahaks tulla .
24236,"Ma tahaks saada vahetusõpilaseks, sest tahaksin näha, kuidas teistes koolides kord on ning millised õpetajad neil on.",tahtma,saama,gümn,Ma tahaks saada tahaksin .
24236,"Ma tahaks saada vahetusõpilaseks, sest tahaksin näha, kuidas teistes koolides kord on ning millised õpetajad neil on.",tahtma,nägema,gümn,", sest tahaksin näha"
24247,Tahan tutvuda uue sõbraga.,tahtma,tutvuma,gümn,Tahan tutvuda .
24255,"Tahaksin teada saada, kuidas teistes koolides õpitakse.",tahtma,saama,gümn,Tahaksin saada .
24255,"Tahaksin teada saada, kuidas teistes koolides õpitakse.",saama,teadma,gümn,teada saada õpitakse
24257,Tahaksin proovida langevarjuga hüpata.,tahtma,proovima,gümn,Tahaksin proovida .
24257,Tahaksin proovida langevarjuga hüpata.,proovima,hüppama,gümn,proovida hüpata
24328,Kas sa tahaksid minna teise riiki elama?,tahtma,minema,gümn,Kas sa tahaksid minna ?
24350,Kõik vastajad ei oska kõike väga hästi analüüsida.,oskama,analüüsima,gümn,vastajad ei oska analüüsida .
24354,Ega sa ei tahtnud ju sinna minna?,tahtma,minema,gümn,Ega sa ei tahtnud ju minna ?
24483,"Alguses me eriti ei julgenud kelleltki midagi küsida, aga pärast kohtasime kolme noormeest.",julgema,küsima,gümn,Alguses me eriti ei julgenud küsida kohtasime .
24487,Täpsustada oma plaane ta aga ei soovinud.,soovima,täpsustama,gümn,Täpsustada ta aga ei soovinud .
24491,"Oli tõesti huvitav teada saada, kui erinevad võivad inimeste arvamused olla!",saama,teadma,gümn,teada saada
24497,"Martin ütles, et tahab suvel minna maale sugulaste juurde ja puhata seal koos nendega.",tahtma,minema,gümn,", et tahab minna"
24500,"Siis proovisime temaga vene keeles rääkida, aga ta ei saanud ikka midagi aru.",proovima,rääkima,gümn,Siis proovisime rääkida saanud .
24501,"Kui lõpuks proovisime inglise keelt kasutada, hakkas ta vastama.",proovima,kasutama,gümn,"Kui lõpuks proovisime kasutada ,"
24506,"Ta ütles, et tahab kogu oma suve veeta Hiiumaal.",tahtma,veetma,gümn,", et tahab veeta"
24517,"Ta ütles, et ta eelistab tervislikku ja kodust toitu, aga täna ta magas sisse ja nüüd tahaks enne tööd kohvi juua ja midagi süüa.",tahtma,jooma,gümn,ja nüüd tahaks juua
24522,"Ta vastas, et talle meeldib kiirtoit ja ta lihtsalt otsustas alustada päeva maitsva hommikusöögiga.",otsustama,alustama,gümn,ja ta lihtsalt otsustas alustada
24524,"Et saada teada, mida inimesed arvavad, on vaja nendega rääkida.",saama,teadma,gümn,Et saada teada
24531,Mida te oskate hästi teha?,oskama,tegema,gümn,te oskate teha ?
24536,Kas te sooviksite riigikogus töötada?,soovima,töötama,gümn,Kas te sooviksite töötada ?
24561,Sellest ma tahangi rääkida.,tahtma,rääkima,gümn,ma tahangi rääkida .
24579,Tahan lihtsalt teada.,tahtma,teadma,gümn,Tahan lihtsalt teada .
24592,Kas Johannes tahab suhelda oma endiste Lasnamäe koolikaaslastega?,tahtma,suhtlema,gümn,Kas Johannes tahab suhelda ?
24594,Kas Johannese endised Lasnamäe koolikaaslased tahavad Johannesega suhelda?,tahtma,suhtlema,gümn,Kas koolikaaslased tahavad suhelda ?
24635,"Sellepärast et mul on sihuke tunne, et teised ei taha rääkida minuga.",tahtma,rääkima,gümn,", et teised ei taha rääkida"
24666,Zaiid tahab alati boss olla.,tahtma,olema,gümn,Zaiid tahab alati boss olla .
24667,Zaiid tahab hästi elada.,tahtma,elama,gümn,Zaiid tahab elada .
24668,Zaiid tahab saata Esko ja Berdi poodi.,tahtma,saatma,gümn,Zaiid tahab saata .
24674,Ma ei oska öelda.,oskama,ütlema,gümn,Ma ei oska öelda .
24705,Proovin temaga rääkida.,proovima,rääkima,gümn,Proovin rääkida .
24730,Kuidas oskavad filmitegelased rootsi keelt rääkida?,oskama,rääkima,gümn,Kuidas oskavad rääkida ?
24768,Mida tahaksid peategelaselt küsida?,tahtma,küsima,gümn,tahaksid küsida ?
24827,"Ma proovisin niimoodi rääkida, et rääkida võimalikult vigaselt inglise keelt ja panna neid jaapanikeelseid sõnu sinna teksti sisse, mida ma tean.",proovima,rääkima,gümn,Ma proovisin rääkida .
24887,"Et kui tahta trenni minna, siis kõik trennid on koolis olemas.",tahtma,minema,gümn,"Et kui tahta minna ,"
24900,"Ja ma tahtsin alguses vehklemisega tegeleda, nagu ma Eestiski tegelen.",tahtma,tegelema,gümn,Ja ma tahtsin tegeleda tegelen .
24903,"Sinna üldse saada oli väga keeruline, sest et keegi ei uskunud alguses, et ma tahan sellega päriselt tegeleda, sest et see oli ikka väga suur pühendumus.",tahtma,tegelema,gümn,", et ma tahan tegeleda pühendumus"
24959,"Ma hakkasin reisima siis, kui ma veel kõndida põhimõtteliselt ei osanud.",oskama,kõndima,gümn,", kui ma kõndida põhimõtteliselt ei osanud"
24989,"Vaatasin linna, mõtlesin oma miljon mõtet ja üritasin olla selles nüüd reisirežiimis, et nüüd kõik muu ei ole oluline, et ma nüüd pean olema fookuses.",üritama,olema,gümn,ja üritasin olla selles nüüd reisirežiimis oluline
25029,"Siis sa ütlesid, et sa soovid maha minna.",soovima,minema,gümn,", et sa soovid minna"
25086,Ma siis mingi plastmassasjaga võtsin ta üles ja ta üritas mulle käe peale joosta.,üritama,jooksma,gümn,ja ta üritas joosta
25106,Inimesed üldiselt kardavad hääletada.,kartma,hääletama,gümn,Inimesed üldiselt kardavad hääletada .
25136,"Kui nad kõik nii lahked olid seal nendes islamiriikides sinu vastu, siis tõenäoliselt, kui nad kutsusid tuppa sööma, siis seal sulle võidi sulle pakkuda ka toite, millega sa harjunud ei ole või mida sa esimest korda elus näed ja mis ei ole võib-olla maailma kõige parem maitseelamus.",võima,pakkuma,gümn,siis tõenäoliselt siis seal sulle võidi pakkuda .
25186,Ema üritas pisaraid kinni hoida.,üritama,hoidma,gümn,Ema üritas hoida .
25225,"Aga kui sa oled looder ja tööd teha ei viitsi, siis läheb telefoni rohkem vaja.",viitsima,tegema,gümn,teha ei viitsi
25252,"Kui eesti inimene suudab kohaneda majandusolukorraga, mis meil praegu on, siis oleks see tänavuse aasta suurim sündmus.",suutma,kohanema,gümn,Kui inimene suudab kohaneda
25289,"Et saada teada, mida inimesed ühes või teises küsimuses arvavad, korraldatakse sageli erisuguseid arvamusküsitlusi alates meelelahutuslikest kuni tõsiteaduslikeni.",saama,teadma,gümn,Et saada teada
25323,Kas te ei taha välismaale kolida?,tahtma,kolima,gümn,Kas te ei taha kolida ?
25326,"Tänavaküsitlus on intervjuu alaliik, mida kasutatakse tavaliselt siis, kui soovitakse kuulda rahva häält.",soovima,kuulma,gümn,", kui soovitakse kuulda"
25331,"Veenduge, et oskate lindistamisfunktsiooni kasutada.",oskama,kasutama,gümn,", et oskate kasutada"
25341,Tahame sellest kirjutada internetiportaalile artikli.,tahtma,kirjutama,gümn,Tahame kirjutada .
25347,"Palun, kas te kordaksite seda veel kord, ma ei jõudnud kirjutada.",jõudma,kirjutama,gümn,", ma ei jõudnud kirjutada"
25348,"Oodake palun, ma ei jõua kirjutada.",jõudma,kirjutama,gümn,", ma ei jõua kirjutada"
25382,Tahan selle saata ajalehele.,tahtma,saatma,gümn,Tahan saata .
25422,Oskan arutada sõpruse ja meeldimise teemadel.,oskama,arutama,gümn,Oskan arutada .
25423,Oskan arvamusküsitlust läbi viia.,oskama,viima,gümn,Oskan viia .
25424,Oskan kirjutada arvamuslõiku.,oskama,kirjutama,gümn,Oskan kirjutada .
25425,Oskan kirjutada noorteportaalile artiklit arvamusküsitlusest.,oskama,kirjutama,gümn,Oskan kirjutada .
25426,Oskan kasutada õigesti mõnd rektsiooni.,oskama,kasutama,gümn,Oskan kasutada .
25427,Oskan kasutada sihitist õiges vormis.,oskama,kasutama,gümn,Oskan kasutada .
25429,Oskan tsiteerida ja refereerida.,oskama,tsiteerima,gümn,Oskan tsiteerida .
25433,"Nii ülikoolis kui tööturul soovitakse näha meeskonnas töötada oskavaid ja aktiivseid inimesi, kes vajaduse korral suudaks ka ise teatud otsuseid langetada.",soovima,nägema,gümn,ülikoolis soovitakse näha .
25433,"Nii ülikoolis kui tööturul soovitakse näha meeskonnas töötada oskavaid ja aktiivseid inimesi, kes vajaduse korral suudaks ka ise teatud otsuseid langetada.",nägema,töötama,gümn,näha töötada
25433,"Nii ülikoolis kui tööturul soovitakse näha meeskonnas töötada oskavaid ja aktiivseid inimesi, kes vajaduse korral suudaks ka ise teatud otsuseid langetada.",suutma,langetama,gümn,", kes vajaduse suudaks langetada"
25441,"Mida nende teadmistega edasi teha, ei teata ning tõenäoliselt ei jõua kiire tempo tõttu keegi sellele mõeldagi.",jõudma,mõtlema,gümn,ning tõenäoliselt ei jõua mõeldagi
25502,"Lugejal peab tekkima soov teada saada, millest edasi räägitakse.",saama,teadma,gümn,teada saada räägitakse
25532,"Kui soovitakse midagi põhjendada, sobib kasutada siduvaid sõnu sellepärast, seepärast, seetõttu.",soovima,põhjendama,gümn,"Kui soovitakse põhjendada ,"
25533,"Kui soovitakse teha kokkuvõtet eelneva(te)st lause(te)st, siis kasutatakse siduvaid sõnu seega, niisiis, järelikult.",soovima,tegema,gümn,"Kui soovitakse teha ,"
25539,Soovite kirjutada meile arvamuslugu?,soovima,kirjutama,gümn,Soovite kirjutada ?
25554,"Pane kirja peamised alateemad, mida kavatsed artiklis käsitleda.",kavatsema,käsitlema,gümn,", kavatsed käsitleda"
25556,Püüa vältida palju korrutatud juttu.,püüdma,vältima,gümn,Püüa vältida .
25565,Püüa vaadata teksti võõra lugeja silmadega.,püüdma,vaatama,gümn,Püüa vaadata .
25566,"Kas ta saaks aru, mida sa soovid öelda?",soovima,ütlema,gümn,", sa soovid öelda"
25572,"Kontrolli, kas oled öelnud kõik, mida tahtsid öelda.",tahtma,ütlema,gümn,", tahtsid öelda"
25579,Püüa sissejuhatus teha lugema kutsuv ja teema juurde juhatav.,püüdma,tegema,gümn,Püüa teha .
25612,Oskan arutleda koolielu teemadel.,oskama,arutlema,gümn,Oskan arutleda .
25613,Oskan anda soovitusi.,oskama,andma,gümn,Oskan anda .
25614,Oskan teha rühmaettekannet hariduse teemal.,oskama,tegema,gümn,Oskan teha .
25615,Suudan mõista suulist ettekannet.,suutma,mõistma,gümn,Suudan mõista .
25616,Oskan kasutada umbisikulisi vorme.,oskama,kasutama,gümn,Oskan kasutada .
25617,Oskan kasutada täisminevikku.,oskama,kasutama,gümn,Oskan kasutada .
25618,Oskan kasutada rõhusõnu.,oskama,kasutama,gümn,Oskan kasutada .
25619,"Oskan kirjutada arvamusartiklit, kasutades protsesskirjutamise põhimõtteid.",oskama,kirjutama,gümn,Oskan kirjutada .
25649,"Põhisõna muudab oma vormi, abisõna ei muuda (tahan ära minna, olen ära minemas, läksin ära).",tahtma,minema,gümn,( tahan minna olen läksin )
25653,Suudan lugeda filmiblogi.,suutma,lugema,gümn,Suudan lugeda .
25654,Oskan filmide üle arutleda.,oskama,arutlema,gümn,Oskan arutleda .
25655,Oskan kirjutada filmiblogi sissekandeid.,oskama,kirjutama,gümn,Oskan kirjutada .
25656,Oskan kommenteerida filmiblogi sissekandeid.,oskama,kommenteerima,gümn,Oskan kommenteerida .
25657,Oskan kirjutada ja käänata nimesid.,oskama,kirjutama,gümn,Oskan kirjutada .
25658,Oskan kasutada tegusõnu koos osastavas käändes sihitisega.,oskama,kasutama,gümn,Oskan kasutada .
25659,Oskan kasutada mõnd kahesõnalisi tegusõna.,oskama,kasutama,gümn,Oskan kasutada .
25660,Oskan kasutada tavaliste omadussõnade sünonüüme.,oskama,kasutama,gümn,Oskan kasutada .
25677,Meie riigi üks suurimaid päevalehti otsustas eelmisel aastal asendada avaliku kommentaariumi kasutajapõhisega.,otsustama,asendama,gümn,riigi päevalehti otsustas aastal asendada .
25706,"Kui autor soovib lugejat millestki informeerida, kasutab ta kõige tavalisemat ehk neutraalset sõnavara (mis mõte tekib).",soovima,informeerima,gümn,"Kui autor soovib informeerida ,"
25730,"Kui diskuteerijad on mingis küsimuses eriarvamusel ja püüavad seda lahendada, on tegemist väitlusega.",püüdma,lahendama,gümn,ja püüavad lahendada
25731,Kumbki osapool esitab väitluses argumente oma arvamuse tõestuseks ja teise poole veenmiseks ning püüab teise poole argumente loogilise põhjendamise teel ümber lükata.,püüdma,lükkama,gümn,ning püüab lükata
25744,Kurjade kommentaaride autorid julgevad ei ole tavaliselt oma tekstile nime alla kirjutada.,julgema,kirjutama,gümn,autorid julgevad ei ole kirjutada .
25766,Suudan lugeda kujundliku keelekasutusega arvamusartiklit.,suutma,lugema,gümn,Suudan lugeda .
25767,Oskan leida tekstist võtmesõnu ja teha nende abil tekstist kokkuvõtet.,oskama,leidma,gümn,Oskan leida .
25768,Oskan arutleda netikommentaaride teemal.,oskama,arutlema,gümn,Oskan arutleda .
25769,Oskan väljendada tõenäosust.,oskama,väljendama,gümn,Oskan väljendada .
25770,Oskan kasutada väitlusesse sobivaid väljendeid.,oskama,kasutama,gümn,Oskan kasutada .
25771,Oskan väidelda.,oskama,väitlema,gümn,Oskan väidelda .
25772,Oskan kasutada mata-vormi.,oskama,kasutama,gümn,Oskan kasutada .
25773,Oskan käänata ja kasutada eitavat sõna mitte keegi.,oskama,käänama,gümn,Oskan käänata .
25774,Oskan kasutada sidesõnu eitavas lauses.,oskama,kasutama,gümn,Oskan kasutada .
25775,Oskan kirjutada arutlevat teksti.,oskama,kirjutama,gümn,Oskan kirjutada .
25776,Suudan mõista etteloetud arutlevat teksti.,suutma,mõistma,gümn,Suudan mõista .
25801,Katsu kuulata rohkem endale huvitavaid tekste.,katsuma,kuulama,gümn,Katsu kuulata .
25808,"Esimese kuulamisega püüa üldiselt aru saada, millest jutt käib, ja jäta meelde märksõnu.",püüdma,saama,gümn,kuulamisega püüa üldiselt saada käib jäta .
25835,"Sealt on puhastatud ära mingid liinid, mingid tegevused, mingid tegelaskujud ja on puhastatud välja, tahaks ilusti ütelda, mingi kalliskivi.",tahtma,ütlema,gümn,", tahaks ütelda"
25863,Mida me oma filmiga öelda tahame?,tahtma,ütlema,gümn,me öelda tahame ?
25866,Miks otsustas produtsent seda film rahastada?,otsustama,rahastama,gümn,Miks otsustas produtsent rahastada ?
25908,"Kui soovid pöördumisel kasutada inimese nime, siis ei piisa ainult eesnimest, kirjutada tuleb täisnimi (Tere, Priit Võigemast või Tere, Priit Võigemast!).",soovima,kasutama,gümn,"Kui soovid kasutada ,"
25911,Kirjutame Teile Narva Pähklimäe gümnaasiumist ja sooviksime kutsuda,soovima,kutsuma,gümn,ja sooviksime kutsuda
25922,"Meil on palju küsimusi, mida sooviksime Teile esitada.",soovima,esitama,gümn,", sooviksime esitada"
25934,Ka fraas noor eesti näitleja ei pruugi piisavalt vajalikku infot anda.,pruukima,andma,gümn,fraas näitleja ei pruugi anda .
25943,Oskan võrrelda raamatut ja selle ekraniseeringut.,oskama,võrdlema,gümn,Oskan võrrelda .
25944,Oskan arutleda ekraniseeringu teemadel.,oskama,arutlema,gümn,Oskan arutleda .
25945,Oskan esitada filmiteemalist lühiettekannet.,oskama,esitama,gümn,Oskan esitada .
25946,Oskan esitada esinemisjärgseid küsimusi.,oskama,esitama,gümn,Oskan esitada .
25947,Oskan vastata esinemisjärgsetele küsimustele.,oskama,vastama,gümn,Oskan vastata .
25948,Oskan kirjutada poolametlikku kutset näitelejale.,oskama,kirjutama,gümn,Oskan kirjutada .
25949,Oskan kasutada õigesti mõnd veaohtlikku rektsiooni.,oskama,kasutama,gümn,Oskan kasutada .
25950,Oskan kasutada lihtmineviku ja täismineviku vorme.,oskama,kasutama,gümn,Oskan kasutada .
25951,Oskan kasutada tuleviku vorme.,oskama,kasutama,gümn,Oskan kasutada .
25952,Oskan ära tunda negatiivse tähendusega sõnu.,oskama,tundma,gümn,Oskan tunda .
25953,Oskan kasutada filmiteemalise esinemise väljendeid.,oskama,kasutama,gümn,Oskan kasutada .
25956,"Näiteks avaldavad maakonnalehed uudiseid ka kohalikest sündmustest, mis üleriiklikele väljaannetele ei pruugi huvi pakkuda.",pruukima,pakkuma,gümn,", mis väljaannetele ei pruugi pakkuda"
25963,"Uudis peab olema täpne, tasakaalustatud ja lühike, sest lugeja soovib kiiresti teada, mis tegelikult toimus, mitte aga lugeda ilusat väljamõeldist.",soovima,teadma,gümn,", sest lugeja soovib kiiresti teada"
25968,"Eile lasi Sootagusel talunik Kaarel Mäe omavoliliselt maha hundi, kes üritas tema lambakarjast lammast murda.",üritama,murdma,gümn,", kes üritas murda"
25973,"Õnneks oli mehel püss kaasas, nii et ta suutis vaese lamba veel otse surma suust päästa.",suutma,päästma,gümn,", nii ta suutis päästa"
25989,Lapsed kartsid hundi pärast ujuma minna.,kartma,minema,gümn,Lapsed kartsid hundi minna .
25998,"Kui autor tahab sündmust soodsamas valguses kirjeldada, valib ta selleks sobiva sõnavara ja keelestruktuurid.",tahtma,kirjeldama,gümn,"Kui autor tahab kirjeldada ,"
26077,"Meie noored on suutnud nullist üles ehitada võimsa tehnoloogia, millest juba enne kosmosesse jõudmist kirjutasid ja rääkisid terve maailma väljaanded.",suutma,ehitama,gümn,noored on suutnud ehitada .
26117,Suudan lugeda uudiseid.,suutma,lugema,gümn,Suudan lugeda .
26119,Oskan analüüsida uudise mõju.,oskama,analüüsima,gümn,Oskan analüüsida .
26120,Oskan koostada uudisklippi.,oskama,koostama,gümn,Oskan koostada .
26123,"Oskan kasutada tegusõnu, mis väljendavad iseenesest juhtuvat sündmust, ja tegusõnu, mis väljendavad tegevuse põhjustajat.",oskama,kasutama,gümn,Oskan kasutada .
26124,Oskan kasutada umbisikulisi vorme.,oskama,kasutama,gümn,Oskan kasutada .
26125,Oskan kasutada sihitist õiges käändes.,oskama,kasutama,gümn,Oskan kasutada .
26126,Jahimeeste survel tahab keskkonnaamet lubada Eestis hunte praegusest mitu korda rohkem küttida.,tahtma,lubama,gümn,Jahimeeste tahab lubada .
26126,Jahimeeste survel tahab keskkonnaamet lubada Eestis hunte praegusest mitu korda rohkem küttida.,lubama,küttima,gümn,keskkonnaamet lubada küttida
26161,"Ilma riigi toeta meie lambakasvatajad selliseid asju muretseda ei suuda, mainib Lotman.",suutma,muretsema,gümn,toeta muretseda ei suuda mainib .
26166,Üle paljude aastate lubas mullu hunte jahtida Rootsi.,lubama,jahtima,gümn,aastate lubas mullu jahtida .
26168,Eestis on lubatud ligi 60 protsenti hunte hävitada.,lubama,hävitama,gümn,Eestis on lubatud hävitada .
26169,Jahilubade arvu oskab kõige täpsemini kommenteerida metsakaitse- ja metsauuenduse keskuse ekspert Peep Männil.,oskama,kommenteerima,gümn,oskab kommenteerida .
26181,"Kokkuvõtte pikkus sõltub sellest, kui pikk on alustekst ja kui üksikasjalikult tahetakse sealset mõttekäiku kajastada.",tahtma,kajastama,gümn,ja üksikasjalikult tahetakse kajastada
26191,Kas te oskate mängida mõnda pilli?,oskama,mängima,gümn,Kas te oskate mängida ?
26192,Kas te suudate läbida Tartu suusamaratoni?,suutma,läbima,gümn,Kas te suudate läbida ?
26193,"Kui tahame oma eesmärke saavutada, peame teisi inimesi mõjutama.",tahtma,saavutama,gümn,"Kui tahame saavutada ,"
26246,Oskan teha teksti kokkuvõtet.,oskama,tegema,gümn,Oskan teha .
26247,Oskan kirjutada mõjuvat artiklit probleemi ühe osapoole seisukohalt.,oskama,kirjutama,gümn,Oskan kirjutada .
26248,"Oskan kasutada tegusõnu saab, tohib, võib, suudab, oskab, peab.",oskama,kasutama,gümn,Oskan kasutada suudab oskab peab .
26249,Oskan mitmuse käändevorme korrektselt moodustada.,oskama,moodustama,gümn,Oskan moodustada .
26250,Oskan kasutada tegusõna tingivaid vorme.,oskama,kasutama,gümn,Oskan kasutada .
26251,Suudan osaleda teledebatis.,suutma,osalema,gümn,Suudan osaleda .
26252,Oskan kirjutada teledebati põhjal lugejakirja.,oskama,kirjutama,gümn,Oskan kirjutada .
26309,"Ometi leidub inimesi, kes eelistavad istuda hoopis eespool või lausa esimeses pingis.",eelistama,istuma,gümn,", kes eelistavad istuda"
26315,"Ei tea muidugi, kas enam leidubki neid, kes hea koha saamise nimel ronimist viitsivad ette võtta.",viitsima,võtma,gümn,", kes viitsivad võtta"
26345,Kirjutada oskas 34% elanikkonnast.,oskama,kirjutama,gümn,Kirjutada oskas % .
26409,"Ära suru ennast liialt peale, püüa vältida teemasid, mis võivad esile kutsuda tõenäolisi lahkarvamusi või konflikte.",püüdma,vältima,gümn,", püüa vältida"
26435,"Väldib kooli, sest tahab koos sõpradega teha midagi põnevamat.",tahtma,tegema,gümn,", sest tahab teha"
26454,"Loomulikult ei taha ma öelda, et pidutsemine on patt ja muidu paha asi, kuid kunagi tuleb hakata ka oma rahakoti peal elama ning ilma arvestatava hariduseta võib see rahakott üsna tühjaks jääda.",tahtma,ütlema,gümn,Loomulikult ei taha ma öelda .
26457,Poiss tahtis midagi öelda.,tahtma,ütlema,gümn,Poiss tahtis öelda .
26565,Püüan vastata.,püüdma,vastama,gümn,Püüan vastata .
26585,Avaras ja kõrges saalis püüame end avada ja avaldada muusikas.,püüdma,avama,gümn,saalis püüame avada .
26612,Erinevalt Tallinna eliitkoolide paljudest arvutikartlikest õpetajatest ei pelga Kolga koolmeistrid kompuutril arvestusi ja kontrolltöid koostada.,pelgama,koostama,gümn,Erinevalt ei pelga Kolga koostada .
26650,Millisena soovite teie näha oma kooli tulevikus?,soovima,nägema,gümn,Millisena soovite näha ?
26666,Milliseid aineid tahaksite õppida?,tahtma,õppima,gümn,tahaksite õppida ?
26667,Kuidas soovite õppida keeli?,soovima,õppima,gümn,Kuidas soovite õppida ?
26714,Millist Eestis ilmuvat ajalehte püüate iga päev lugeda?,püüdma,lugema,gümn,ajalehte püüate lugeda ?
26775,Soovin tellida samaks perioodiks ka Tartu Postimehe.,soovima,tellima,gümn,Soovin tellida .
26776,"Mõlemad tellimisperioodi lahtrid täitke juhul, kui soovite tellida korraga mitmeks perioodiks või kui tellimisperiood sisaldab poolikut kuud.",soovima,tellima,gümn,", kui soovite tellida sisaldab"
26822,"Peale selle jäi üks veel pooleli, aga kui aega on, plaanib Indrek sellegi lõpetada.",plaanima,lõpetama,gümn,"on , plaanib Indrek lõpetada"
26836,Mulle ei anna rahu üks küsimus ja tahaksin teada saada teie arvamust selle kohta.,tahtma,teadma,gümn,ja tahaksin teada saada
26836,Mulle ei anna rahu üks küsimus ja tahaksin teada saada teie arvamust selle kohta.,tahtma,saama,gümn,ja tahaksin teada saada
26893,Püüan oma kuulajaga-vaatajaga rääkida.,püüdma,rääkima,gümn,Püüan rääkida .
26900,"Veel püüdsin maailma parandada, nagu me kõik mingil ajal püüame.",püüdma,parandama,gümn,Veel püüdsin parandada püüame .
26903,"Kas suudate alati infot edastada neutraalselt, varjata muret või nördimust hääles?",suutma,edastama,gümn,Kas suudate alati edastada ?
26904,"Ehk pigem püüate rõhutada, et ka diktoril on oma arvamus asjast?",püüdma,rõhutama,gümn,Ehk pigem püüate rõhutada ?
26905,Püüan oma kuulajaga-vaatajaga rääkida.,püüdma,rääkima,gümn,Püüan rääkida .
26982,Kas sa tahaksid selles kambas olla?,tahtma,olema,gümn,Kas sa tahaksid kambas olla ?
26989,Mida edasi kavatsed teha?,kavatsema,tegema,gümn,kavatsed teha ?
27000,"Jah, aga vahel tahaks teiste moodi olla.",tahtma,olema,gümn,"Jah , aga vahel tahaks teiste olla ."
27014,Püüa sellest üle olla.,püüdma,olema,gümn,Püüa sellest üle olla .
27016,Püüa vastu panna!,püüdma,panema,gümn,Püüa panna !
27129,"Ma mängisin Ameerikas kompuutri taga malet, tellisin klahvide vajutamisega ekraanile mis tahes mind huvitavat teavet ning mis salata, jäin mõtlikuks meie tehnilisest mahajäämusest just selles vallas - neidsamu individuaalkompuutreid, mida meie aastal 1990 plaanisime valmistada 1,2 miljonit, müüdi USA-s aastail 1982-1985 ainuüksi eraisikuile 16 miljonit.",plaanima,valmistama,gümn,", mida meie aastal plaanisime valmistada"
27147,Mehel lubab ta ajaleht käes diivanil lesida küll.,lubama,lesima,gümn,Mehel lubab ta lesida .
27166,Reet ei karda tööst ilma jääda.,kartma,jääma,gümn,Reet ei karda jääda .
27171,Ta ei armasta koduseid töid teha.,armastama,tegema,gümn,Ta ei armasta teha .
27173,Reet ei armasta tööl südant puistata.,armastama,puistama,gümn,Reet ei armasta tööl puistata .
27243,Armastasin isa seltsis seda õlletegu vaadata.,armastama,vaatama,gümn,Armastasin isa vaadata .
27251,Ega lapsedki suures pühadeootuses magada saanud.,saama,magama,gümn,Ega lapsedki pühadeootuses magada saanud .
27275,Millist kingitust te soovite osta?,soovima,ostma,gümn,te soovite osta ?
27282,Te soovite osta jõulukingitusi.,soovima,ostma,gümn,Te soovite osta .
27398,Kas sa sooviksid minuga teatrisse tulla?,soovima,tulema,gümn,Kas sa sooviksid tulla ?
27455,"Seda ma hästi uskuda ei taha, et magavale kassile hiir suhu jookseb.",tahtma,uskuma,gümn,ma uskuda ei taha jookseb .
27461,"Pigem oli nii, et tahtsin seal tööd teha.",tahtma,tegema,gümn,", et tahtsin teha"
27463,"Kuidas suhtute sellesse, et lavastajana tahetakse teid võrrelda Pansoga?",tahtma,võrdlema,gümn,", et lavastajana tahetakse võrrelda"
27464,"Ma püüan mitte mõelda, kas minu vastutus peaks selle tõttu, mida keegi minust arvab, olema suurem või mitte.",püüdma,mõtlema,gümn,Ma püüan mõelda suurem .
