verb	compound	total
aimama	läbi	2
suruma	eemale	2
targutama	edasi	2
volksama	maha	1
looma	ringi	3
hingama	peale	5
kukkuma	mööda	2
kummardama	vastu	5
suruma	katki	1
saatma	välja, mööda	1
libisema	sisse	3
kattuma	kokku	1
sünnitama	juurde	1
õrnuma		2
hoidma	otsa	2
seisma	edasi	7
võtma	sisse, pealt	1
tatsama	välja	3
piserdama	üle	1
taguma	tagant, üles	3
krõmpsutama		4
hinkuma		1
tuhistama	sisse	1
valvama	edasi	3
varitsema	lähedal	1
sööstma	kohale	1
kerkima	tagasi	1
laskuma	peale	1
hüüdma	üles	2
laskuma	mööda, alla	1
laotuma	maha	1
koperdama	üles	4
ajama	nurja	4
aasuma		1
sussutama		6
tekkima	vastu	2
langetama	peale	1
pidama	täis	3
jätma	tagasi	5
tormama	üle, edasi	1
viskuma	peale	3
ärkama	alles	1
deklareerima	läbi	1
kirjeldama	pärast	1
ole-ole-olema		1
pingutama	välja	1
rippuma	üles	1
supsama		3
punnitama	ilma	1
teadma	vastu	2
S . T. olema		1
illustreerima	ära	1
kortsutama	välja, kokku	1
sättima	taha	2
pilkuma	ilma	1
kõristama		2
teadma	alla	2
imetlema	tagasi	1
lonksama	ära	1
kolistama	sees	1
sattuma	vastamisi	2
naerma	ette	1
kobistama	sisse	2
kiirustama	ringi	1
iilima		2
suunduma	järele	1
kätsatama		11
elama	kahekesi	1
kerima	edasi-tagasi	1
tulema	alla, tagasi	4
kiirustama	juurde	1
viskama	eest	3
tegema	kimpu	1
friseerima		1
õmblema	valmis	3
seadma	kohale	3
lobisema	ilma	2
särama	vastu	6
kestendama		9
jõudma	eest	3
punima	tagant, üles	1
tulitama	alles	1
hiilima	alla	1
ohkima	järele	1
lugema	tagasi, üles	1
nakitsema	kõrvale	1
krõgisema		1
luuletama	juurde	2
manööverdama	mööda	2
kraapima	üles	2
krapsama	püsti	3
pingutama	ära, üle	1
nutma	edasi	4
krookima		2
kükitama	kõrvale	3
koorima	ära	7
hammustama	ots	1
kiirustama	läbi	2
pressima	üles	2
oidima		3
irmuma		8
seebitama		12
seenetama		3
turtsuma	järele	1
panema	ära, tähele	1
esindama	edasi	1
haakima	juurde	2
keksima	välja	1
imema	üle	1
eelistama	püsti	1
luurama	järel	2
libistama	ära	2
kõndima	läbi	11
lubama	käes	1
pihustama	peale	1
haisema	järele	3
segunema	lahti	1
kolima	ilma	1
oskama	taga	1
nähtuma	läbi	2
muisklema		2
kihutama	ära	1
vedelema	ringi	1
jumestama		3
lopsama		1
seisma	lahti, kinni	1
kahetsema	ilma	1
siduma	üle	1
jooksma	alla, välja	1
pidama	peal	3
tonksima		3
väntsutama		6
jätma	kätte	1
märkama	kinni	1
üppama		2
pöial-liisima		1
purgistama		1
tänitama	all	2
tükkima	peale	4
jalutama	edasi-tagasi	1
keerama	segi	1
lonkima	tagasi	8
näitama	ette, ära	2
lükkama	eest	2
pagema	välja	3
taganema	tagasi	3
pomisema	läbi	1
sulguma	tagasi	1
toppima	vahele	2
lõõtsatama		1
kargama	alla	4
heegeldama	kaasa	1
uinuma	kaasa	1
põõnutama	välja	1
pugema	tagasi	13
lõhkema	lähedal	1
lõhkuma	laiali	1
sobitama	tagasi	1
klõpsatama	kinni	11
kasvama	juurde	3
mühisema	all	1
ulatuma	maha	4
summima	tagasi	1
hingitsema	üles	1
avanema	kinni	1
kulgema	välja	1
summima	edasi	1
kompama	läbi	2
võima	jaa	2
rüüpama	sekka	1
pühkima	meelest	1
küsima	ette	3
luiskama	kokku	2
kompsima		1
nuusutama	peale	1
osutuma	üle	1
sälkima		1
viskama	pihta	1
vajuma	kõrvale	6
järama	ära	1
leidma	kaasa	2
käima	ette	4
õõtsuma	kaasa	2
tõmbama	eest, ära	2
paistma	otsa	1
klõbistama	edasi	2
pigistama	kuivama	1
looma	külge	2
pakkuma	keskel	1
jäädvustama	tarvis	1
maalima	edasi	2
kõmpsima	alla	1
tirima	tagasi	7
kiruma	kõrvalt	1
valguma	maha	3
pöörama	ring	1
viigitama		3
kaema	vastu	1
mürtsuma	kinni	1
nihutama	välja	4
tõusma	kaasa	1
kaksama		3
koolutama	üle	1
valama	peale	19
pidama	peale	4
hõikama	kaasa	1
vedima		3
keetma	kaasa	1
veerima	kokku	3
treenima	välja	2
viskama	kinni	1
perioodiseerima		1
talutama	tagasi	2
jalutama	vastu	7
kirjutama	vastu	8
puuduma	kohal	1
puuduma	koht	1
tõmbama	valmis	1
jõudma	maha	3
pistma	taga	1
ravima	koos	1
rippuma	valmis	1
laulma	edasi, välja	1
peatama	kinni	5
liduma	eest	1
asuma	sees	1
käima	pealt, kinni	1
litsuma	all	1
armastama	edasi	1
sundima	ilma	2
olema	üles	1
jätma	vaja	1
tundma	pärast	1
magama	all	1
tulema	pärast	4
lämmatama	ära	7
sulatama	üles	9
pesema	nõus	1
sööma	ilma	2
sõidutama	kohale	3
jätknuma	välja	1
olema	tänu, võlgu	1
vastama	peal	1
tuhkama		4
võtma	ilma, kaasa	1
kutsuma	võlgu	1
laskma	põlvili	1
rihmutama		1
lakkama	välja	1
paistma	üles	1
peitma	vaja, ära	1
olema	läbi	10
väntsuma		1
mõjuma	peale	2
olema	parata	8
lööma	alt, üles	1
imetlema	ära	2
koristama	ilma	1
kratsima	välja	3
kivistama		4
kalestama		3
nokitsema	valmis	1
tõstma	edasi	2
piisama	üles	2
tõmbama	järele	3
nõjatama		5
uhtuma	eemale	1
sörkima	järele	1
keerama	otsa, ringi	8
käima	ringi, ära	1
peatuma	juures	1
pissima	täis	1
meelitama	sisse	4
igatsema	välja	2
traavima	edasi-tagasi	1
udima		1
vaatama	ots	3
jahvatama	edasi-tagasi	1
naerma	mööda	1
rääkima	vahele, sisse	1
kiskuma	eest	2
olema	alt, kinni	1
mahutama	sisse, vahele, ära	1
sülitama	peale	2
sähvatama	välja	2
kahenema		1
sulatama	ühte	3
läindkima	tarvis	1
märkkima		1
lodistama		1
käänama	lahti	1
vajutama	tagasi	1
sõtkuma	sisse	2
aukkukünttuma		1
lomppima		1
väntama	edasi	5
püsima	vait	2
näittama		1
kalpsama	üles	1
väittima		2
mürisema	mööda	2
asfalteerima	ära	1
virutama	tagasi	2
kaettuma		3
hurjutama	vastu	1
lühikesekspöettuma		1
tõottama		1
ragistama	läbi	1
tulema	läbi, ära	1
heittima		1
märkkuma		1
madistama	mööda	1
võnkkuma		1
ratsjonaliseerima	ära	1
lugema	kõrvale	2
ukerdama	välja	3
laskma	järele	2
pöettuma		1
istutama	maha	4
huikkama		1
lõikkama		2
ootama	koos	1
surisema	läbi	2
kangutama	edasi	1
saagima	edasi	2
sõittima		1
hõikkama		1
köettuma		1
koguma	pealt	1
õngitsema	juurde	1
kägardama	kokku	12
võittima		1
ragistama	välja	1
siuttuma		1
aettuma		1
nokkima	vastu	1
saettuma	läbi	1
tilberdama		3
varuma	kokku	1
ühendama	lahti	4
klirisesid-tärisema		1
ronima	lahti	1
lasnuma	ära	1
aittama		1
nõrisema		6
augustiõhtama		1
mahajäettuma		1
usaldama	ära	1
läägima		5
naelatama		1
noluma		1
staldima		1
togima	edasi	1
mühisema	mööda	2
kuluma	ees	1
tõmbama	kaasa, sisse	1
pakkuma	kaasa	4
kobima	ära	1
tsäutsuma		1
ütlema	vaja	2
põristama	välja	1
joudnuma		1
dehüdrateeruma		1
vilksima		1
klõpsama	välja	1
väljuma	tagasi	1
kõrvaldama	vaja	1
kündma	ümber	1
võta-võtma		3
spurtima	mööda	1
vahtima	ette	4
tagurdama	tagasi	2
ütlema	kinni	5
suutma	ilma	3
istuma	ringi	3
sodima	üle	2
istuma	lahti	2
renderdama		1
nõustuma	üle	1
lõppema	tagasi	2
trügima	edasi	4
klõksuma		1
rippuma	ringi	1
itsitama	edasi	2
hõljuma	vastu	2
sujuma	edasi	1
loivama	välja	4
tšekkima	ära	1
panema	ümber, tagasi	1
solisema		8
parandama	pärast	1
haarama	ringi	1
vedama	mööda	3
tegema	ringi, ära	2
kükitama	ette	3
tonksama	vastu	1
nägema	ära, vaatamata	1
lööma	eemale	2
tungima	kallale, ilma	1
mõistma	ilma	2
viskama	püsti	4
sõitma	taga, ringi	1
pumpama	taga	1
valvama	üle	1
nätsuma		2
kuldama	üle	7
pimestuma		1
sadama	vastu	1
rebenema	puruks	2
peatuma	ilma	1
pinistama		1
olema	jõus	1
loksahtama		1
elatuma	läbi	3
mõtlema	taga	1
mahtuma	mööda	5
lendama	kokku, tagasi	1
fantaseerima	täis	1
olema	peal	6
kirjutama	ära	5
kraapima	peale	4
vedama	ümber	2
käima	moodi	1
vaatama	all	2
solvuma	peale	1
sahisema	välja	1
vahtima	ilma	3
libisema	üles	1
kartma	vahele	1
kaevlema		1
tahtma	taga	2
suruma	kaasa	1
nuusutama	ära	2
sibama	järele	2
patsutama	vastu	1
alluma	ära	1
tükkima	kaasa	1
hõljuma	mööda	1
plaksama	kokku	1
potsatama	ette	1
põrkuma	puruks	1
kukkuma	külili	2
paluma	ära, ära	2
kõõksuma	edasi	1
plaksama		1
kavandama	kokku	1
peedistama		3
vabanduma		11
sarjama	edasi	1
peatun-parkima		1
oodata-lootma		1
tellima	läbi	3
veitsima		1
trügima	ringi	1
saama	üle, ilma	1
viskuma	ette	1
ülenema		5
valama	ära	2
langema	kohale	1
sattuma	sekka	2
gruuvima		1
määratlema	ette, ära	1
tõstma	alla	4
ringlema	edasi	1
võitma	välja	2
lammutama	laiali	4
esinema-plaadistama		1
tirima	juurde	2
kohendama	üle	1
rulluma	välja	4
püsima	ümber	1
trööpama	ära	1
kriipsima	maha	1
hanitama		1
pidama	all	2
arvattama		1
näima	lahti	1
kukkuma	käpuli	2
purskuma	ette	1
tönnima		16
usurpeerima		2
demütologiseerima		2
jutumärgistama		2
habitueerima		1
toimuma	vastu	2
nautlema		1
uperpallitama		2
prantsatama	vastu	1
nõjatuma	välja	1
käänustama		1
spetsialiseeruma	ümber	1
vabanema	maha	1
nämmutama	läbi	1
tarima	kaasa	3
aretama	välja	3
jaotuma	ära	1
probleemitsema		5
mühhima		1
hea-olema		1
lörtsima	ära	6
riputama	läbi	1
kohtama	läbi	1
kergitama	välja	1
sulguma	kinni	1
ärkama	tagasi	2
jõlgutama		1
retsima	ära	2
konstrueerima	sisse	1
taas-looma		1
võrama		2
ekspatrieeruma		1
elama	vastu	2
parodiseerima		1
sirvima	ette, läbi	1
kaduma	peale	2
koteerima		5
uskuma	järele	2
puhuma	täis	8
mulksuma	sees	1
sammuma	alla	2
avaldama	ära	2
olema	vast	2
moodustama	lahti	1
matma	sisse, välja	1
karvustama		5
utma		1
piiluma	läbi	1
desillusioniseerima		1
jätma	peale	5
ristima	ringi	1
sigituma		1
krimpsuma		1
sülitama	alla	2
kannima		4
insinueerima		4
venitama	laiali	1
määrama	sisse	1
kiusama	edasi	3
nõkutama		8
lebama	lahti	1
oblitereerima		1
jääma	vast	1
meenuma	seoses	1
analüüsima	lahti	1
panema	tagasi, kokku	1
seisma	valmis	2
higistama	läbi	2
loobuma	tagasi	2
maalima	läbi	1
võima	ilma	1
neelama	tagasi	1
näpsama	käsi	1
küsima	käsi	2
vastama	tarvis	1
peituma	sees	1
liikuma	edasi, tagasi	2
kriipseldama		4
nihkuma	üles	2
tümitama	edasi	2
kergendama	üles	1
nõksatama	tagasi	1
kuumendama		3
toppima	välja	1
arvama	ühte	1
valvama	taga	1
lükkama	eest, ära	1
pakkima	täis	1
jääma	sees	2
hingama	sisse, välja	1
viibutama	kõrvale, ette	1
nõutama	välja	2
põrkuma	lahti	1
tahtma	kinni	2
nõeluma	kokku	1
kalduma	välja	4
palmima		1
kuumama	vastu	2
sündnuma		1
piiluma	tagant, välja	1
suruma	kokku, tagasi	1
tagurdama	sisse	1
paistma	edasi	3
keerlema	ringi	4
kohmerdama		3
tulema	ilma, välja	1
karussellitama	kaasa	1
suruma	kinni, tagasi	1
urisema	kõrval	1
unustama	välja	3
taastaastuma		1
seletama	ilma	1
nägema	pealt, välja	1
tulema	pihta, mööda	1
sikitama		1
sakitama		1
vaatama	otsa, läbi	1
rappuma	kaasa	1
külmetama	kinni	1
purskuma	esile	2
kõnnitama	sisse	1
tudeerima	koos	1
vastab-vaikima		1
hõljutama	läbi	1
kõksuma		1
rasvatama		1
küünitama	ette	5
mötsima	kinni	1
kükitama	ette, maha	1
tõttama	järele	3
viima	ringi	2
klõpsama	lahti	3
asetama	kokku	1
ehmuma	ära	5
kargama	eest	1
lipsama	tagasi	6
kummutama	alla	2
siristama	peale	1
klõpsatama	lahti	4
ilmuma	koos	1
tundma	ära, maha	1
minema	kokku, tagasi	1
sööstma	välja, kallale	1
kõigutama	tagasi	1
komistama	alla	1
kõgisema		1
algama	pihta	2
püsima	koht	1
rabelema	tagasi	2
ulatama	välja	3
sähmama		1
mahtuma	kaasa	1
pool-nutma		1
pool-laulma		1
pool-tantsima		1
meeldima	vaja	1
ronima	ees	1
kütma	vaja	1
vilistama	koha	1
hüplema	kaasa	1
võtma	taga	1
vajutama	mööda	1
pistma	ligi	1
ärritama	moodi	1
tuksatama	lahti	1
kütkestama	üles	1
muutma	heaks	1
koksatama		1
intermetseerima		1
panema	kinni, tagasi	2
kriitseldama		1
koogatama		1
sööstma	ligi	1
panema	ette, taha	2
ulatama	tagasi	12
paiskama	eemale	5
heljutama		1
jõudma	koht	1
vopsama	üle	1
õmblema	ette, tagasi	1
proovima	sisse	2
kutsuma	ligi	2
minema	peale, välja	2
ühtuma		6
lupsatama		2
laskma	kand	1
ümisema	järele	2
lukutama		2
invaliidistuma		9
irvitama	pärast	1
saama	taha	2
lopendama		1
tõmbuma	ligi	2
tõmbama	tagasi, maha	1
varisema	peale	4
pressima	kinni	2
hakkama	alt	1
nutma	läbi	2
roomama	ringi	2
kloppima	vastu	1
plartsatama	sisse, tagasi	1
pakkuma	ümber	1
liigutama	edasi-tagasi	3
raksatama	alla	1
jahtima	taga	1
märgama		4
söövitama	nahka	1
kuuluma	ühte	1
sööstma	püsti, eemale	1
laskma	tagasi, alla	1
tõmbama	katki	3
jälitama	peale	1
seisma	kirjas	1
tundma	ees	1
lipendama	välja	1
sõitma	püsti	1
meeldima	kokku	1
tegema	võidu	1
põimuma	ühte	1
panema	lahti	1
olema	lahti, kinni	1
vaatama	sisse, välja	1
lugema	vastu	1
tarima	sisse	2
tuiskama	mööda	6
punktueerima		1
käuksuma		1
ootavad-vaatama		1
hüppama	eest, ära	1
pahvatama	sisse	2
olema	vahele, vaja	2
siiberdama		1
roomama	läbi, välja	1
jooksma	ära, järele	1
märkama	peale	1
skandeerima	edasi	1
teandkima		2
looderdama	ringi	1
kõdistama	ära	1
kurvastama	ära	2
tulema	sisse, tagasi	2
viskama	pealt	1
olema	kimpus	3
lõdvendama		8
monteerima	vahele	1
kerima	ümber	1
plahvatama	välja	1
vaatama	mööda, läbi	1
võpatama	lahti	1
lahkuma	juurest	1
tuimestama		6
uppuma	sisse	6
päästma	sisse	1
murdma	läbi, eest	1
turgutama	üles	2
voolima	ümber	2
e-kirjastama		1
parandama	vaja	1
sibama	edasi-tagasi	1
näitama	tagasi	1
meelituma		1
ägama	vastu	1
arutlema	kaasa	1
kraapima	lahti	4
seisma	lahti	5
lamineerima		3
tegema	ringi, ümber	1
tootma	üle	2
põrkama	edasi, tagasi	1
lõõpima	vastu	4
pobisema	koos	1
saabuma	täis	1
magatama		12
tead-küll-mida-ma-mõtlema		1
ajama	vaja	1
inima		2
tuhmistama		4
marmastama		1
rääkima	ette	4
kopeeruma		1
rääkima	pärast	2
tegema	pärast	1
tegema	nõus	2
toetama	kõrval	1
saama	mahti	4
sidustama		2
ähkima	edasi	1
hõikama	üle	1
viima	välja, juurde	1
ununema	maha	2
alaväärtustama		1
kargama	vastu	1
märkama	koos	1
jorisema	edasi	1
türmima		1
kordama	peale	1
olema	ümber	13
nimetama	heaks	1
kasutama	vastu	3
varjutama	ära	1
veeretama	ette	6
nautima	ära	1
pilama	ära	1
saama	heaks	1
minema	pidama	3
juhatama	rahule	1
naeratama	ära	1
jõudma	ümber	1
kasutuma		1
puuduma	valmis	1
hurjuattama		1
dogmatiseerima		1
leiduma	kõrvalt	1
tunnistama	ära	1
kerjama	edasi	1
kallutama	ümber	1
inimestama	ilma	1
tsolgutama		1
andma	pealt	1
kutsuma	järele	2
pugema	kaasa	1
pahteldama		3
viskama	selili	1
laskma	läbi, kiuste, välja	1
sirendama		2
lööma	vahele	1
juhtima	ilma	1
valguma	tagasi	1
lehvima	peale	1
uhtuma	üle	4
veetma	mööda	1
kitsuma		1
lubama	valmis	2
läbima	kokku	2
navigeerima	läbi	1
vuntsima		8
murduma	välja	1
hööveldama	välja	1
kõduma		1
olema	vasakul	1
surema	kaasa	1
näitama	järel	1
ujuma	ringi	5
korkima	kinni	5
proklameerima		2
müristama	ringi	2
surfama	edasi	1
puuduma	kokku	1
jahmatuma		1
tundma	järele	2
krõbisema		11
silmitsema	läbi	2
puudutama	välja	1
levima	all	1
kruttima	edasi	1
kulgema	kaasas	1
uhtuma	laiali	2
murdma	üle	1
uuristuma		2
klobima	läbi	2
juhtuma	tarvis	1
adopteerima	juurde	1
pingutama	ilma	1
manööverdama	edasi	1
tuhnima	ümber	1
rallima	ringi	1
õppima	otsa	1
uurima	järgi	1
viiksatama		4
astuma	järgi	1
jooksma	järgi	2
metsistuma	läbi	1
kihutama	läbi, edasi	1
kissistama		1
lennutama	sisse	1
uhmerdama		1
karjuma	kaasa	1
kihutama	järele	8
susima		3
laksutama	püsti	1
nähvatama		1
vedama	ligi	2
tiivaripsutama		1
raiuma	vastu	5
kohmima		1
kükitama	alla	1
harutama	pealt	1
tuiama	edasi	1
leilitama		2
lohistama	edasi	2
märkama	lahti	1
lärtsutama		1
andma	ligi	2
kiskuma	pärani	1
nööpima	eest, lahti	1
ropsima		6
sundima	taga	2
lööma	valmis	1
solgutama	ära	1
taarutama	tagasi	1
panema	takka	1
tuigerdama	välja	2
ruttama	juurde	1
plõnnitama	võidu	1
askeldama	edasi	1
lükkama	segi	1
ümisema	kaasa	10
laulma	läbi	2
plõnnitama		2
lällama	ringi	1
kihutama	laiali	2
irvitama	edasi	1
läbema		5
sõtkuma	ära	1
kohmitsema	maha	1
tuksatama	ümber	1
keerama	läbi	2
röhkima		3
paaritama	ära	1
muigama	üle	2
takerduma	kinni	1
karjuma	laiali	1
jooksma	kallale	1
malgutama		1
jooma	täis, maha	1
valguma	üle, laiali	1
looma	laiali	4
hilberdama		1
kaaluma	järele	1
aistuma		1
funkama		5
võtma	ühte	1
vaatama	järgi	4
istuma	taha	4
keppima	läbi	1
märkama	alla	1
rebima	ümbert	1
sirutuma	ette	2
kiirustama	eemale	2
marssima	üles	1
lülitama	tagasi	1
pudisema	täis	1
naksama	läbi	1
tõmbama	välja, sisse	1
taaskohtuma		2
täheldama	välja	1
paluma	kaasa	3
õngitsema	sisse	1
demagoogitsema	kokku	1
loopima	eemale	1
näe-nägema		1
pitsitama	kinni	3
jätma	ees	1
lõnksatama	alla	1
trikitama		5
piuksutama		1
utjama		1
ejakuleerima		1
naeratama	lahku	1
tegema	tuupi	2
taasesituma		1
viipama	ligi	1
seiklema	üles	1
heliseb-kõlisema		1
lähenema	eest	1
küsima	ära	10
tirima	kokku	1
nakkuma		4
hakkama	täis	1
sattuma	vahele	2
kõrvetama	pihta	1
pahistama		1
anduma	ära	1
loksuma	tagasi	1
puistama	üle	3
puttima		1
meelitama	koha	1
teotsema		5
plupsutama	välja	1
riputama	ette	5
vangla-jamama		1
jõudma	otsa	2
rühkima	tagasi	2
pudinema		1
tormlema	välja	1
jääma	järgi	3
keerduma	ümber	1
väärkasutama		1
tormlema	esile	1
nõrguma	alla	2
kulgema	alla	1
vantsima	ringi	2
sisenema	eest	2
viima	vaja	2
uhama	juurde	1
arstima	ära	1
kluuksuma		1
annuma	üle	2
proletariseerima		1
superovuleerima		1
sälitama		1
saneerima		5
väärastama		3
väärima	koos	1
A. müntima		1
seisma	taga	1
annuma	välja	6
mõtlema	ilma, järele	1
juhtuma	taga	1
krääksatama		1
meilima		8
imbuma	juurde	1
rapsima	ringi	1
läööduma		1
plõksutama		7
põrkama	läbi, kokku	1
ostma	valmis	4
keerama	tagasi, alla	1
tulema	alla, vastu	1
kibelema	edasi	1
tulema	alt, üles	2
lamama	külili	1
vajuma	ümber	3
norskama	kõrval	1
lõugama	edasi	1
nautima	kinni	1
nöökima	ära	1
sammuma	juurde	1
kuivama	külge	1
sisitama		2
tõstima		1
räntsatama	lahti	1
kruttima	lahti	3
tegema	pärani	1
kösima	järele	1
kähisema	vahele	1
loputama	ära	2
õmblema	edasi	1
käima	edasi, tagasi	1
liikuma	üles, alla	2
sikutama	kõrvale	1
lärtsatama	peale	1
plartsatama		8
veeretama	kõrvale	2
viskama	valmis	3
jääma	lahku	1
kõndima	järele	4
näima	püsti	1
rasatama		1
kõikuma	juurde	1
klugistama		1
tegema	valmima	1
sõitma	üle, ära	1
praksuma	lahti	1
rookima	ära	1
kukkuma	ära, alla	1
elama	paigal	2
jooma	juurde	1
vaatama	sealtpoolt	1
virutama	sisse	3
lobisema	taga	1
kangutama	sisse	1
zhongleerima		5
tulema	eest	2
tuikuma	seespool	1
nägema	laiali	1
kloppima	sees	1
muutuma	sees	1
olema	paigal	5
aitama	kaasa, maha	1
viima	läbi, kokku	1
lahjuma		2
kulpima		2
pärandama	edasi	1
fikseerima	välja	1
ulatuma	alla	1
salastama	ära	1
vaatlema	pealt	1
teadma	peale	4
lõõtsuma	sisse	1
nüpeldama	läbi	4
kiirgama	vastu	1
vuhisema	edasi	2
pilutama		8
tekkima	ilma	2
tõmbama	juurde	3
tundma	koos	1
kaitsma	eest	1
vallutama	ära	2
nägema	valmis	1
sulpsuma		1
viuksutama		1
keerama	taga	1
litsuma	kokku	1
kangutama	laiali	2
libistama	läbi	3
mähkima	lahti	1
tõmbama	kissi	2
viima	pealt, ära	2
kaduma	alla	3
jooksma	tagasi, üles	1
põsima		1
vajutama	kõrvale	1
kaevama	üles	10
sugema	üle	1
peetuma	ära	2
käima	alt	1
seisma	peale	3
loodima		6
ilmuma	kaasas	1
palmitsema	lahti	1
lainetama	alla	1
krousima		3
minema	mööda, tagasi	2
triivima	välja	1
peksma	maha	2
sööstma	kõrvale	1
kargama	laiali	1
põntsuma		5
laskma	sisse, välja	1
tuhisema	ringi	1
unustama	sisse	1
nuuskima	läbi	2
karjatama	taga	3
imema	täis	2
ajama	pealt, ära	2
eksitama	kõrvale	2
segama	põrmugi	2
litsuma	vastu	1
kooditama		2
sööbima	sisse	1
putuma		1
katma	kinni, alla	1
saama	eest, ära	2
ollima		7
riagima		1
pantuma	kinni	2
ütsima	ära	1
minema	lõhki	5
koolitama	ära	2
ollima	ära	1
tungima	Sisse	1
lömastama	ära	2
kõlksatama	kokku	3
sulama	läbi	1
tõmbama	tarvis, üles, tagasi	1
puhuma	kõrvale	1
kuulutama	peale	1
liikuma	ümber	2
laskma	läbi, vaja	1
lõpetama	ümber	1
põrkama	eemale	4
tõmbuma	lahti	1
pooma	peale	1
osta-müüma		3
kutsuma	tarvis	1
järgnema	üle	1
kiratsema	edasi	1
iseloomustama	peale	1
tekkima	kokku	6
viitama	tagasi	2
nišistuma		1
avalduma	vastu	1
lõikama	alt, ära	2
liigitama	alla	2
getostuma		2
tekkima	alles	1
nokkima	ära	10
lösutama	maha	2
sattuma	hambusse	1
laulma	pärast	2
kirema	edasi	2
nokkama		1
seisma	ümber	1
nokkama	ära	1
mõlkkima		1
vaatama	kokku	2
näima	nõus	2
võikima		1
pakitsema	sees	1
vaevama	ringi	1
kallistama	pärast	1
arenema	sees	1
kaagutama	kaasa	1
lösutama	alla	1
panema	ligi	5
munema	edasi	1
tahtma	vastu	3
kasutama	esile	1
tegema	ilmsiks	1
eristama	üle	1
deserteerima		3
selgitama	esile	1
tirima	edasi	2
on-olema		6
sepitsema	välja	1
vastama	alla	1
askeldama	ringi	6
takistama	kinni	1
laus-lahkuma		1
kütma	ringi	1
smuugeldama		2
mütlema		14
sõgestama		2
flirtima	vastu	1
võtma	ära, ära	1
sõitma	tagasi, mööda	1
vingerdama	mööda	2
taguma	välja	4
schoolima		1
heljuma	ringi	1
suskama	sisse	2
siuruma		1
tatsuma	mööda	1
vinglema		1
kooruma	edasi	1
naksama	ära	1
siirdama	külge	1
raiuma	tagasi, maha	1
saama	edasi, tagasi	1
lehvitama	välja	1
paanikalobatoomitsema		1
hüpnotiseerima	ära	3
halvama	ära	2
hajuma	ära	3
tunnetama	ära	1
saatma	ringi	1
liipama	välja	1
haistma	ära	1
tassima	üle	1
pumpama	üles	2
vigur-rääkima		1
shokkima		2
lagastama	ära	6
tuuritama	ringi	2
näu-näuguma		1
rõõmutsema	ringi	1
iroonlema		1
muutuma	peale	2
vormima	kokku	1
surema	ümber	1
looma	valla	1
tirima	alla	3
manipuleerima	edasi	2
unu-andestama		1
rammestama		1
julgema	ära	1
lõikama	ots	2
potsatama	alla	3
osutama	välja	1
huvi-tulema		1
minema	taga, kaasa	2
assotseeruma		1
klopsima		3
hoorama	sisse	1
romantiseerima		5
saama	otsa, peale	1
ilastama	täis	1
hääletama	tagasi	1
teenendama		3
masin-valima		1
hingama	vaevu	1
kruttima	üles	2
filmima	üles	2
kolestama		1
õngitsema	tagasi	1
hooplema	ees	1
intriigitsema		1
väänlema	maas	1
hüüdma	maha	1
flirträäkima		1
õnnistama	ära	2
olema	üll	1
loll-lonkima		1
prahvama		1
pihkama	ilma	1
kohitsema		7
deseksualiseerima		1
passima	edasi	1
nimestama		1
ehtima	valmis	1
käima	ringi, ringi	1
campuma		1
ridarääkima		1
kargutama	üles	1
uimerdama	ringi	2
filosofeerima	vastu	1
vajuma	välja	5
talluma		2
leidma	alles	2
keerama	tülli	1
andma	andeks	4
sammuma	sisse	2
passima	vait	1
tulema	mööda	5
kargutama		2
hakkama	mööda	3
aerutama	edasi	1
haarama	välja	3
lohisema	läbi	1
nagistama	edasi, tagasi	1
viuksuma		2
võpa-võpatama		2
tarkvastama		1
cashima		1
otsima	poolt	1
mätsima	edasi, kokku	1
tegelema	taga, edasi	1
tallama	puruks	2
kirjutama	külge	1
punastama	üle	1
tegema	taga	1
andma	tänu	1
hüüdma	koos	1
komberdama	alla	3
tegema	sees	3
puhuma	edasi	1
hakklihastama		1
mattuma	sisse	1
vihkama	ära	2
viima	alla, alla, alla	1
palvetama	üles	1
sidaldama		1
otsima	eemale	1
saabuma	alles	1
kiitma	tagant	2
saama	mööda, läbi	1
vaenutsema		1
purjetama	mööda	1
tooma	vastu	2
