verb	compound	total
kehastuma	ümber	10
filosofeerima		35
ajama	maha	59
külastada-toetama		1
istuma	sisse	16
kruvima	külge	6
liisima		30
panema	kokku, välja	2
kainenema		33
amelema		18
virelema		42
välistama	lahti	1
võtma	lahti	140
kleepuma	kinni	3
teadma	ette, ära	1
lõõpima		45
tõsinema		49
päevitama		51
viima	laiali	4
nõudma	üles	2
tuulama	läbi	1
märkima	maha	11
joonima		4
käima	all	10
tegema	üles	43
nihutama	eemale	7
keerama	kokku	44
anima		5
ostma	kokku	95
urineerima		14
kerima	ette	1
retsiteerima		7
konsumeerima		3
võtma	võidu	4
aitama	järele	13
mossitama		39
salgama	maha	41
pälvima	kokku	1
suikuma		26
esinema	ees	2
tõmbuma	kõrvale	24
lükkama	ette	20
süüdistama	kokku	4
kaebama	edasi	54
kolima	edasi	1
kaduma	kokku	1
kihutama	vastu	9
sõitma	välja, vastu	4
rääkima	sisse	9
tahtma	kokku	5
kohmetuma		33
teotama		16
purema		60
määrima	kokku	24
nuusutama	üle	2
vibutama		32
shokeerima		19
vohama		46
vägivallatsema		5
mätsima	kinni	12
looma	kaasa	20
istuma	kokku	8
tuurima	ümber	1
rahmeldama		14
märatsema		42
traalima	moodi	1
keerutama	üles	20
kaevuma		29
eelinstalleerima		1
meisterdama	valmis	11
suurendada-vähendama		1
lappima	kokku	10
veerima		30
vahetama	vastu	19
investeerima	üle	2
miksima	kokku	8
vongerdama		1
riputama	välja	9
tshekkama		2
jääma	väheks	9
musitseerima		33
tantsitama		13
tegema	sisse	17
tulema	alt, ära	3
otsa-koolma		1
likvideeruma		4
jääma	võlgu	37
hauduma		79
tulema	ära	208
startima	vastu	2
üle-ujutama		1
jõudma	üle	3
lahenduma		8
rahustama		244
lokkama	edasi	1
komandeerima		17
töötama	üles	25
mahtuma	vahele	6
fimama		1
viima	varjule	1
laotama	maha	14
spurtima	lahti	1
kukutama	tagasi	1
seisma	kinni	15
vabandama	välja	27
kannatama	puht	1
meelitama	kokku	3
läbima	ringi	4
rulluma		35
eskortima		9
müristama		60
sülelema		14
vihisema	mööda	13
jõudma	peale	3
murdma	ära	17
hüppama	välja	106
juhtuma	läbi	2
maksma	tagasi	160
jooma	ära	130
kukkuma	puruks	9
puistama	peale	3
vallutama	tagasi	11
vigastama	vastu	1
lömastama		38
vajama	välja	1
streikima		59
ilmuma	kohale	31
jooksma	järele	62
hämmastuma		37
naelutama		45
kasseerima		31
jooksma	laiali	29
olema	võlgu, kokku	3
kehtima	edasi	15
laskma	ligi	38
nägema	ilma	8
rehkendama	välja	6
lehvima		164
ajama	täis	21
vedama	laiali	11
taotlema	tagasi	12
küsima	tagasi	16
nikastama		4
suutma	alla	1
tooma	täis	6
laulma	kaasa	74
keerama	peale	20
seksima		77
virutama	ära	7
vurama		39
loksuma		101
pärgama		57
astuma	alla	33
mängima	välja	52
saama	ära	53
saama	üle, ümber	1
minema	viltu	7
elama	võlgu	2
kavandama	ära	2
olema	kokku, võlgu	2
rebima		325
tooma	ringi	2
kasvatama	ümber	14
lintshima		3
korraldama	ära	18
lunima		50
jalutama	välja	15
astuma	ette	79
õhutama	tagasi	1
logisema		26
desarmeerima		7
tõttama	tagasi	3
tulema	tagasi, kaasas	2
vannutama		37
klatshima		1
lugema	peale, ette	1
siunama		61
surgatama		1
kuulutama	edasi	3
munitsipaliseerima		6
maksma	edasi	9
vaidlema	edasi	4
atesteerima		6
rändama	kokku	1
hiilama		15
lükkama	sisse	36
nihutama	ette	6
tegema	otsa, lahti	10
tõstma	välja, ümber	1
sujuma	ilma	1
pasundama		27
olema	koht	86
lööma	ette	46
jääma	külge	54
tegutsema	nõus	1
kükitama		188
tüütama	ära	74
pöörama	ära	89
fännama		6
hängima	ringi	2
tüssama		28
aplodeerima		29
vakatama		98
röökima		184
särama	alla	1
juhtuma	alla	2
mõtisklema	alla	1
ütlema	alla	14
kippuma	kallale	16
paluma	alla	3
ohkama	alla	3
lööma	lahti	68
sundima	alla	2
improviseerima	alla	1
panema	ära	126
keksima		27
lausuma	alla	1
minema	peale	51
vaatama	tagasi, koos	1
mängima	koos	25
istuma	välja	4
võtma	ümber	16
küürima		64
loosima		30
muljuma		77
sööma	sisse	10
vulkaniseerima		2
pakkuma	alla	3
proijtseeruma		1
jorisema	kaasa	2
urgitsema		47
murdma	tagasi	4
loovima	mööda	2
määrima	ära	37
helistama	välja	5
küsima	järele	32
muutma	ära	30
lendama	edasi	13
ässitama	üles	14
kihutama	otsa	11
teenima	juurde	4
magama	välja	44
vajuma	peale	21
leegitsema	alla	1
söestuma		31
tõttama		200
istuma	koht	1
põkkuma		5
tean-teadma		1
vitsutama		14
transpordi-sööda-jooda-riietama		1
triumfeerima		21
vedama	alt	83
sosistama		863
müüma	alla	6
müüma	ära	44
hoidma	kõrvale	61
ajatama		8
devalveerima		27
kehtestama	alla	1
nihkuma	alla	3
avama	üle	1
sülitama	maha	12
ropendama		56
deponeerima		8
tarbima	maha	1
kiristama		39
tõmbama	ära	97
ostma	välja	68
hindama	ära	9
taotlema	alla	2
esindama	kokku	3
üles-töötama		1
tikkuma		80
koolitama	juurde	1
kruvima		56
parkima	täis	7
jätma	järele	102
laulma-trampima		1
ringutama		77
leierdama		9
soleerima		13
rocki-jämmima		1
trumpama	üle	25
etableeruma		2
võtma	pärast	2
maletama		16
minema	pihta	7
viilima		22
asetama	ette	12
šveitsima		2
raatsima		134
väristama		79
kärisema		50
torkima	välja	3
tulema	sekka	3
teatud-tundma		1
poetama	maha	6
viskama	mööda	22
vedama	ette	3
kaanetama		6
puistama	laiali	10
harmoniseeruma		2
lauldud-looma		1
arvestama	sisse	7
panema	täis	16
algatama	üles	1
käima	sees	14
jätma	ette, alles	1
istuma	koos	28
äritsema		17
siduma	välja	2
lennutama	tagasi	1
sõitma	kokku	29
lõrisema		23
vantsima	üles	4
nahutama		22
ulatuma	läbi	2
asutama	tagasi	1
paluma	välja	6
upitama		107
tumestama		14
küsima	vastu	69
jahmatama		65
hüppama	ligi	2
armatsema		18
algatama	vastu	3
jääma	allapoole	2
populariseerima		7
ronima	vaja	2
sündima	kaasa	3
hõõruma	ära	2
jultuma		34
hüüdma	järele	39
tulema	ligi	19
olema	koos	13
piiluma	sisse	37
mürtsuma		18
viibutama		80
viskama	kaasa	1
raputama	maha	35
kinkima	ära	10
tuhnima		76
klõbistama		45
magama	täis	3
hällima		4
ängistama		20
keetma	kokku	8
sööma	täis	41
ostma	ette	4
nosima		37
tahtma	tagasi	71
kriimustama	ära	3
halama		25
panema	külge	35
kolima	sisse	28
liuglema		66
masenduma		17
näitama	vaja	2
tapma	koos	1
sõitma	alla	44
armastama	kaasa	1
informeedima		1
kuulma	pealt	30
tirazheerima		2
asuma	läbi	1
kooskõlastuma		4
lööma	segi	7
dereguleerima		2
seedima	läbi	2
vilistama	välja	7
aitama	edasi	17
kusema	püsti	3
vankuma		64
õiendama	püsti, ära	1
astuma	ligi	80
kasvama	täis	9
miksima		9
hirmuma	ringi	1
pruntima		11
kloppima		103
kilkama		107
kihutama	tagasi	10
suruma	põlvili	7
laristama	maha	4
õilmitsema		19
harmoneeruma		21
suitsutama		27
maitsestama		51
suhkrustama		3
kaliibrima		1
kuivatama	ära	18
kraapsama		5
keerama	edasi	3
pöörama	kõhuli	1
lippama		102
vooderdama		19
pöörlesid-tiirlema		1
ajama	üles	142
luuletama		142
käima	maha	14
kleepuma		64
tohterdama	edasi	1
tiksuma	edasi	1
saama	üles	35
laskma	norgu	2
kiljuma		73
kraapima	maha	14
tilkuma		175
kaikuma		42
mõõtma	üle	16
levima	edasi	16
panema	edasi	13
keelduma	läbi	1
avaldama	üle	1
barrikadeeruma		3
kehtestuma		7
hurjutama		56
mõikama		26
luhvtitama		2
pistma	tagasi	17
tuntud-nähtuma		1
külmuma	ära	15
sobima	tarvis	2
rippuma	üleval	1
mõmisema		67
kutsustuma		1
restruktureerima		9
laekuma	tagasi	5
põrgatama		8
moondama		13
lahmima		18
nägema	koos	13
võretama		5
riiki-olema		1
mängima	üle	22
semmima		14
jõudma	koha	11
luhtama		13
vehklema		30
lõppema	otsa	58
peitma	ära	67
uhkeldama		54
madistama		16
sõitma	kaasa	18
võbelema		24
laperdama		40
riskeerima		29
astuma	eemale	36
sooritama	vastu	2
pudenema	välja	26
väisama		32
võtma	järele	10
vigastama	alla	1
kuulama	üle	98
asuma	pärast	1
teostama	kokku	4
sattuma	vastu	9
looma	katki	4
ripnema		23
rentima	juurde	1
minema	kokku, vaja	1
võtma	peale	91
sobima	kohale	2
remontima	kokku	2
andma	üles	84
püüdma	välja	8
hüppama	ringi	8
valama	kokku	5
saatma	läbi	4
kiskuma	lahti	55
tätoveerima		25
toppima	külge	1
tegema	alla	26
võluma	välja	19
põlema	vastu	1
erikonfiskeerima		1
valama	maha	7
manduma		25
mineerima		7
toimetama	kallale	1
vaatama	kõrvale	51
tõrjuma	tagasi	41
deporteerima		9
marssima	välja	20
korjama	välja	6
koolitama	ette, valmis	1
pädema		12
ulama	valmis	1
üritama	edasi	2
uurima	järele	42
järg-minema		1
ostma	kaasa	22
arutama	koos	4
pärima	ära	2
viima	püsti	1
võtma	vastu, kokku	1
asjastama		7
tabama	tagasi	1
kaebama	üle	3
vahtima		960
naituma		6
vuhisema	ringi	1
müüma	tagasi	9
luurama		96
passima	kokku	2
paistma	nõus	1
rahunema	vaja	1
einestama		32
toimetama	välja	6
kasvatama	maha	1
omama	kokku	1
liikuma	vastu	11
liikuma	ära	10
külastama	kokku	2
tegema	vaja	13
töötama	ära	1
pääsema	kokku	2
hääldama	välja	5
salvestama	tarvis	1
linastuma		45
hukkuma	üle	1
sähvama	sisse	1
varisema	välja	1
varisema	alla	5
poetama		265
tulema	koht	2
libastuma		42
räntsatama		20
taasriigistama		2
jändama	ära	1
kiusama	taga	29
paistma	rahul	11
jooksma	eemale	13
spikerdama		14
ruumima		5
lükkama	kokku	28
riigistama		9
tõmbama	peale	64
aerutama	mööda	2
laskma	tagasi	24
mädanema	läbi	2
seilama	tagasi	2
püsima	paigal	14
räsima		68
puhastama	ära	11
parandama	rahule	1
toimetama	peale	1
tellima	ära	4
võtma	eest	28
viksima	maha	4
vedama	läbi	17
paugatama	kinni	1
puksima	maha	3
raputama	peale	5
liikuma	alla	6
jätma	kinni	5
langema	peale	15
sündima	juurde	5
värvirõõm-saama		1
lõõskama	sisse	2
tegema	heaks	34
asuma	kallale	12
ketistama		1
alanduma		4
sõitma	ees	5
tungima	peale	24
jätkama	ringis	1
piketeerima	ette	1
subsideerima		18
karglema		36
saabuma	juurde	2
ääristama		40
registreerima	ümber	5
laskma	käibele	5
tippima		39
hääletama	vastu	17
nimetama	tagasi	1
taaskehtestama		10
siduma	ühte	4
pooldama	kokku	1
nähvama		115
kohmama		56
norskama		60
keerama	ringi	66
puhkama	välja	33
teatama	ette	58
nimetama	ära	8
külvama	üle	9
eraldama	kokku	5
minema	mööda, üles	1
praksuma		18
panema	plehku	23
joovastuma		10
siginema		92
vaatama	kõrvalt	73
jagama	kokku	5
kolkima		23
tammuma		89
põikama	läbi	3
lõikama	maha	43
maksma	vaja	1
tooma	üles	19
peletama	laiali	2
näima	pealt	12
keerama	külge	14
nabima	kinni	37
mõtlema	ümber	70
lootma	üle	8
hüppama	alla	62
köhima		110
kordama	läbi	1
suvitama	kinni	1
raugema		49
sülitama	välja	32
krediteerima		5
meelitama	asemele	1
suhtuma	edasi	1
materdama	ringi	1
sirutama	välja	130
pressima	vastu	4
suruma	pärast	1
randuma		76
kurseerima		9
žestikuleerima		13
klammerduma		114
nämmuma		1
raskenema		5
keerutama	mööda	2
asuma	ette	3
istuma	maha	134
fetišeerima		3
partsima		14
lendama	tagasi	33
uskuma	vastu	2
kiitma	vastu	1
põristama		19
toimima	alles	1
jäigendama		1
andma	alles	2
tegema	ilma	41
ahhetama		61
hõõruma	ette	1
nõjatuma		98
sähvama		38
pookima	juurde	3
pugema	välja	30
jõudma	alles, peale	1
reisima	läbi	2
taaslavastama		1
dirigeerima		32
lubama	edasi	2
juhtima	järel	1
noolima		35
lubama	ära	7
jääma	külge, kinni	1
jääma	rahul	1
villima		27
paigaldama	juurde	3
harvendama		14
hõikama	maha	5
olema	maha	4
pilbastuma		1
troonima		34
kirjutama	ette, valmis	1
hoiduma	kõrvale	15
saama	taaskord	1
sööstma	alla	7
opereerima	lahku	1
närtsima		37
tähendama	maha	3
mäkerdama	kokku	2
ajama	ette	14
võõpama		34
puuderdama		10
virutama	ette	1
nuputama	välja	32
täitma	ära	18
maksma	välja, kokku	2
kompenseerima	kokku	2
nihkuma	edasi	19
kangutama	kokku	1
katkestama	kaasa	1
kutsuma	kohale	48
hoidma	tagasi	183
jalutama	mööda	25
hullama		48
lõbutsema	välja	1
manama		121
sädistama		35
ehmatama	üles	5
kangutama	üles	4
pritsima		196
pahisema		20
korisema		37
jääma	lahti	35
pirisema		11
jõrisema		10
mahtuma	otsa	1
ruttama	järele	6
pragama		21
keerama	kinni	81
gaasitama		2
jalutama	ära	8
loopima	maha	2
uitama		60
kihutama	läbi	14
pelgama	alla	1
põimima	sisse	8
Tšehhovi-laadima		1
ponnistama		18
kujutlema	lahti	1
järgnema	mööda	1
remiksima		2
kahima		6
finišeerima		14
upitama	alt	1
sahisema		52
põõnama		34
pärima	vastu	2
punnitama	edasi	1
käendama		7
vuhisema		24
kõõritama		37
sõitma	sisse	61
kärutama	maha	1
vibama		5
kimama		13
tundma	ette	23
nuruma		33
koperdama		54
plõksuma		2
lendama	mööda	24
kruttima		36
kõlkuma		59
pindama	ära	1
kloppima	üles	5
puperdama		21
putitama		7
keerama	otsa	4
lekitama		14
arestima		26
müüma	võlgu	1
produtseerima	üle	1
tootma	edasi	4
galvaniseerima		3
aetama	alla	1
tasuma	ette	1
hoonestama		6
lauluma		1
rändama	edasi	12
tegema	maha	28
räppima		11
surisema		74
mõtlema	ringi	2
kuumenema	üle	12
päästma	ära	25
sundima	tagant	13
kallutama	võidu	1
eksmatrikuleerima		19
tegema	vastu	13
paralüseerima		3
rookima		34
lennutama	üles	2
aimduma		19
parastama		48
jätma	eemale	8
määrima	sisse	10
seadma	ära	2
pärisorjastama		2
teadma	tarvis	5
kaevama	edasi	24
segama	kokku	27
minema	kallale	37
augustama		11
kutsuma	juurde	4
rühkima	alla	1
lõkerdama		43
särtsuma		5
vilksatama		140
voogama		54
kihutama	taga	1
kaanetama	kinni	1
kupatama		38
paiskuma	esile	2
helistama	üles	2
vestma		64
raputama	välja	9
huugama		38
vintsklema		4
keerama	lahti	100
varastama	ära	63
kaaluma	üle	4
arvestama	ümber	9
tooma	võidu	7
maanduma	järel	1
kulutama	üle	2
tekkima	sealpool	1
pahvima		19
paluma	edasi	7
vasardama		25
kobestama		13
tagama	koos	1
jääma	läbi	7
denomineerima		1
külmutama	pidama	1
nimetama	juurde	1
lappama		70
kommenteerima	tagasi	1
jätma	kohale	4
kavatsema	kokku	1
ehitama	valmima	3
laiendama	ringi	7
värvima	üle	22
krohvima		14
projekteerima	kokku	1
süvistama		2
kartma	ette	8
poseerima		58
hoidma	ära, täis	1
kihutama	võidu	5
käima	koht	3
pidama	lahti	5
sõitma	ümber	1
jääma	maha, täis	1
sadama	läbi	8
pehkima	läbi	1
steppima		5
svingima		1
steppima	kaasa	1
kindlustama	võidu	2
ravima	välja	17
võimalduma		4
kirisema		3
käima	alles	8
ootama	alles	2
kõndima	mööda	34
voorima	juurde	2
karjuma	vastu	16
sündima	kokku	5
suunduma	välja	5
ökonomeerima		1
tervenema		32
grupeeruma	ümber	2
seadma	valmis	32
lendama	järele	7
võimaldama	valmis	1
kirjutama	peale	15
sepitsema		32
põletama	maha	48
torkama	otsa	4
vaatama	sisse	95
lällama		11
riietama	lahti	17
röögatama		122
võtma	täis	30
ehitama	eemale	1
annetama	üles	2
täitma	ette	1
ummistama	ära	4
rüsima		3
olema	ringi	5
värisema	ümber	1
toimetama	seespool	1
tellima	kohale	5
toimetama	kohale	12
närveldama		5
puskama		5
usutlema		27
mahtuma	kõrvale	2
skandeerima		71
haldama	kokku	3
löpetama		2
järgima	koos	1
täiendama	läbi	2
garanteerima	pealt	1
saabuma	kokku	8
lülituma	välja	17
nõudma	taga	12
majutama	kokku	1
saatma	kodunt	1
panema	tarvis, kokku	1
andma	käsi	6
mähkuma		25
sättima	kõrvale	3
trillima		1
sahmerdama		4
agiteerima		23
paukuma		52
ilkuma		30
minema	segi	16
karikeerima		4
kusema		68
kujustama		6
jooksma	juurde	7
peksma	välja	18
tunglema		46
kolama	ümber	2
habetuma		20
filmima	edasi	1
kuulama	läbi	9
lükkima	kokku	3
viskama	kokku	7
ennustama	ilma	10
trehvama		49
aklimatiseeruma		46
aitama	kokku, kaasa	1
kammima		115
toppima	täis	37
laiskuma		5
tulema	eemal	1
tõusma	välja	3
poseerima	tarvis	1
kiitma	heaks, välja	1
uputama	üle	2
laduma	ümber	3
pumpama	välja	19
sõitma	järele	33
arvama	peale	1
tulema	täis	7
lalisema		12
maksma	käsi	14
tilgutama		25
jääma	purju	7
otsima	juurde	4
toimetama	kokku	2
võtma	kokku, kaasa	2
kiratsema		25
rivistuma	üles	5
remontima	ära	7
kavandama	ette	5
vinguma		75
valama	üle	32
tormama	sisse	20
kuivatama	edasi	2
rahunema	maha	47
lükkama	lahti	68
kahisema		59
vahistama	ees	1
töötlema	edasi	2
ärastama		6
avastama	kokku	6
pögenema		1
sölmima		1
möistima		2
söitnuma		1
pöletama		1
tassima	laiali	15
kandma	kokku	13
vöimaldama		1
vöitima		1
likvideerima	ära	4
rentima	edasi	4
vahetama	ümber	30
tellima	kaupa	1
peetuma	kinni	10
hirnuma		49
logelema		16
irvima		11
patseerima	edasi	1
kalastama		10
grüünema		1
kukkuma	ümber	21
ajama	umbe	3
sebima		45
võistlema	ära	1
laulma	koos	7
kurtma	üle	3
tatsama	ringi	10
müttama	ringi	2
hillitsema		13
laulma	mööda	2
pressima	peale	21
vihastama	välja	15
ununema	ära	7
tooma	alles	1
õgvendama		10
krohvima	üle	3
kaebama	välja	20
kiusama	alla	1
nõrkuma		2
politiseerima		13
rebima	välja	54
triikima		79
vedama	kihla	21
lajatama		78
tegema	moodi	1
lubama	tagasi	9
parseldama	maha	14
veerema	maha	7
käima	kaasa	4
asuma	lähedal	2
paiskuma	vastu	6
paiskuma	välja	30
platseeruma		11
kuldfliidima		1
võistlema	kokku	2
käima	tagasi	3
võitlema	edasi	11
promoma		6
esitama	vastu	7
signaalitama		1
asuma	vastu	4
jätma	kaasas	1
pöörama	otsa	1
lammutama	maha	13
laotuma	laiali	5
kandma	ära, kokku	1
kontrollima	kokku	3
tükkima		55
õmblema	läbi	1
lülituma	sisse	12
kasseerima	sisse	20
tunduma	üle	1
saama	külge	13
idealiseeruma		1
tulema	järgi	6
pääsema	ette	23
libisema	edasi	9
veetma	ilma	12
nukrutsema		22
hoidma	edasi	4
vajuma	otsa	4
matma	ümber	14
annetama	kokku	1
kandma	laiali	22
tagurdama	otsa	2
paiskuma	ümber	4
keerama	ette	22
kasvatama	kokku	3
uluma		68
pakkuma	juurde	2
saatma	juurde	5
imestama	üle	10
lõdisema	edasi	1
võimlema		35
ostma	täis	4
siplema		42
kandma	tagasi	19
ladestama		3
puksima	välja	11
sulanduma	kokku	2
kõlama	lahku	2
segama	vahele	80
lükkama	selili	2
nõelama		33
loosima	kokku	4
ostu-kesk-kondama		1
vajutama	kinni	25
koukima	välja	43
lendama	kokku	1
prõmmima		20
päevituma		41
veeretama	eemale	4
meelitama	tagasi	5
lubama	välja	8
hulpima		39
uurima	alla	4
eelisarendama		1
tiirutama	edasi-tagasi	1
tulema	üles	53
majutuma		5
saagima	maha	16
ehitama	juurde	24
saama	koos	2
paugutama	mööda	1
pedaalima		4
tõusma	tagasi	7
moshshima		2
laksatama		12
kuulatama		209
tormlema		6
lugeda-kuulma		2
üheülbastama		1
väänutama		9
paikama		29
politiseerima	üle	1
lõpetama	ette	1
vajuma	läbi	10
repsima		3
sõitma	kõrvale	3
võtma	all	1
olema	katki	4
soojustama		36
keetma	ära	9
kandma	peale	8
arrteerittima		1
kurameerima		24
keerates-väänama		1
sõitma	ära	189
korrodeeruma		4
tarnima	kokku	1
lõhestuma		6
ootama	kokku	4
esitama	üles	3
müüma	alates	1
algatama	välja	2
eksponeerima	koos	1
lõpetama	alla	3
sõitma	üles	22
libistama		214
korjama	võidu	1
vuhisema	mööda	12
ikalduma		10
susisema		26
saatma	välja, edasi	1
lõunastama		14
piirama	ümber	22
peitma	taga	1
alustama	koos	2
riivima	juurde	1
sõitma	tagant	5
paiskuma	edasi	1
pidama	edasi	20
tõstma	eemale	5
roomama	sisse	2
motoriseerima		5
osalema	üle	5
paitama		80
siblima		35
jääma	taha	15
mängima	edasi	29
sõudma	välja	2
tõmbama	ette	51
loopima	välja	12
rändama	mööda	3
ragistama		31
innoveerima	ära	1
etenduma		13
külmenema		3
jõurama		5
jooksma	kaasa	12
koogutama		29
rääkima	juurde	2
raiuma	juurde	2
suplema		48
mustama		55
kutsuma	kokku, kokku	1
tõstma	üle	3
mahutama	ära	25
poputama		22
viskama	läbi	1
paiskuma	otsa	1
sõitma	ette	46
teenindama	kokku	4
padistama		1
pääsema	tänu, ette	1
koonduma	ringi	3
viilutama		12
plaksutama		116
minema	ligi	21
veeretama	alla	2
süüa-jooma		7
diskvalifitseerima		24
lippama	ringi	18
nuiama		18
tuhisema		29
ladistama		12
saama	kinni	53
ehitama	ringi	5
soovima	edasi	1
vorpima		13
valmistama	kokku	3
olema	vaja, juurde	5
ordineerima		79
käima	puht	1
arvestama	välja	21
üles-tõstma		1
toppima	tagasi	12
tormama	kallale	14
arvama	sees	1
pidama	üleval	14
pillama	laiali	4
harjuma	rahul	1
pesema	tagasi	1
kukutama	maha	1
koonerdama		32
juhtima	tagasi	6
piiksatama		16
kiikuma		66
jooma	maha	24
nägema	vaja	3
kugistama		30
müttama		30
laulma	kokku	1
minema	meelest	4
kumisema		75
pigistama	kokku	17
olema	tagasi	57
õppima	sisse	1
kandideerima	edasi	1
lõkendama		26
nekuma		1
seirama	kõrvalt	1
kõlistama		34
vigastuma		6
pääsema	peale	4
mainima	alla	1
esinema	täis	1
vaatama	ära	42
mõtlema	peale	29
maldama		31
piirama	sisse	17
kajama		62
tampima	maha	1
terrori-rühmituma		1
tegema	otsa	8
mäletama	välja	1
seisatama		192
kaalutlema		47
lubama	kinni	1
külmuma	üle	1
kaasajastuma		2
kihama		58
tilkuma	alles	1
kuristama		5
jupsima		11
koppima		8
küpsema	ära	4
ähkima		80
vingerdama	üles	1
urisema		121
praadima	ära	7
hiivama		20
pomisema		569
mahtuma	läbi	20
litsuma		71
läkastama		36
lõõtsutama		52
saatma	mööda	38
soovitama	kaasa	1
kohtuma	peale	1
lõikama	vahele	18
rääkima	ühte	1
välistama	kaasa	1
sündima	üles	1
üürgama		45
resideeruma		4
vokkima		1
kirjutama	lahku	2
leppima	ära	37
popitama		1
kibelema		57
tögama		21
iiveldama		33
päranduma	edasi	2
on-on-olema		1
tegema	täis	24
lõõmama		69
kvoteerima	ära	1
jagama	pooleks	1
hiilima		241
käima	edasi-tagasi	8
kauplema	alla	6
pudenema	kokku	1
haukama		25
pulbitsema		43
puuduma	üle	1
käima	peale	85
kappama		33
mürama	välja	1
kypsetama		1
ajama	lõhki	5
tagastama	üles	1
spekuleerima	välja	1
loetlema	üles	5
paradeerima		1
kõmistama		20
teadma	vaja	4
kogunema	üle	1
tassima	välja	14
kaarduma		41
käima	edasi	33
viskama	sisse, kokku	1
viskama	sisse	18
kavatsema	peale	3
peksma	läbi	32
suruma	tagasi	20
jooksma	sisse	19
suutma	kokku	2
kohkuma	ära	18
boikottima		1
uputama	ära	16
tulema	lahti	46
pigistama		230
hoidma	lahti	59
müksama		45
delegeerima	edasi	5
rivistama	üles	22
kuhjama	täis	1
mugima		20
näpsama	ära	5
toetama	kokku	5
lobisema	välja	29
katma	ära	13
omavolitsema		5
helistama	üle	5
rääkima	edasi	135
teatama	üle	1
kakkuma		6
küsige-ärama		1
teenima	edasi	7
peatama	üles	1
relvastuma		9
vastutama	peale	1
kärssama		18
määrama	kokku	10
hindama	alla	5
lupjama		27
paigaldama	kokku	2
kolmekordistama		3
harjuma	kaasa	1
väsima	ära	66
animeerima		19
saavutama	rahul	1
koksama		14
naasma	tagasi	5
manguma		32
üle-jääma		1
haljastama		11
jätma	kaasa	2
andma	kokku, ära	1
lööma	püsti	14
vurama	kohale	1
tolgendama		12
mõõtma	välja	16
sammalduma		20
õhtustama		25
sikutama	ära	6
kaema	ära	3
viibima	koha	2
passima	peale	19
sadama	sisse	13
kõndima	sisse	6
leidma	kõrvalt	2
ujuma	ees	1
näpistama		63
pabistama		75
keerama	sees	6
geenmuundama		2
seetähendama		1
kahtlustama	välja	1
põhjendama	välja	2
desinformeerima		1
neelama	sisse	2
valgustama	ära	2
kantima		24
lummama		59
kukkuma	vastu	3
suruma	tagasi, läbi	1
veritsema		19
mahendama		21
tagama	välja	1
käima	koha	3
sobima	peale	1
arvutama	maha	3
kaaluma	välja	2
kujunema	kokku	1
hargnema	edasi	6
konkureerima	üle	1
sadama	maha	22
vilistama	ära	3
kandideerima	vastu	1
eelistama	asemel	1
poetama	vahele	7
tõmbama	kinni	99
purskuma		39
prognoosima	edasi	1
ventileerima		8
jätkuma	edasi	3
kutsuma	ära	26
kihutama	kohale	7
pildistama	üles	3
aelema		18
floresiensima		1
kiirustama	mööda	2
vegeteerima		11
laotama		159
tulenema	kokku	1
edastama	edasi	1
põiklema		29
sibama		49
nähti-kuulma		1
hingama	sisse	132
tuuritama		7
kehutama		11
saalima		17
koltuma		21
olema	olema	4
venestuma		30
ebalema		22
panema	liikvele	1
ratsutama		106
aelema	ringi	5
hävitama	ära	24
möllama	tagasi	1
seisma	paigal	18
tikkida-nõeluma		1
vedama	järel	14
manööverdama	maha	1
ajama	võidu	3
puhastama	välja	7
panema	kaasa	40
murdma	puruks	5
koksima	välja	2
lustima		49
saatma	maha	2
igavlema		36
palkama	juurde	6
panema	lukku	37
kobistama		21
lööma	peale	12
paristama	üle	1
maksma	eest	3
toitma	läbi	1
sõidutama	tagasi	6
tõstma	maha	29
helistama	kohale	5
tervitama	maha	1
ronima	tagasi	23
minema	lukku	7
levima	kokku	1
vältama	kokku	1
tegelema	välja	3
lammutama	ära	7
kontrollima	pärast	3
eelhääletama		1
või-maldama		2
spekuleerima	üle	1
taastuma	maha	1
soovima	koos	1
võtma	esile	4
magama	maha	73
kõnelema	ette	1
tsenseerima	välja	3
minema	koha	1
saama	püsti	14
jutustama	ära	7
jantima		7
kirjutades-maalides-lauldes-tantsima		1
hüplema		94
tulema	pealt	2
unustama	kaasa	1
redutama		29
tormama	edasi	22
väänama	välja	24
kukkuma	ette	4
potsatama		35
jooksma	üle	19
rabelema	lahti	15
magama	sisse	10
pakkima	kaasa	5
kapituleeruma		10
piiluma	alla	1
ärritama	üles	6
panema	pihta	31
säästma	vaja	1
ragisema		87
lõikama	lõhki	5
õgima	ära	8
õgima	täis	6
sasima		36
pääsema	kallale	3
tekkima	sisse	4
kriiksuma		16
prantsatama		58
vigurdama		11
nuuksuma	edasi	4
müristama	peal	1
mögisema		11
saatma	üles	3
lendama	ringi	18
suhtlema	edasi	4
sünteesima	läbi	1
muljetama		8
vedama	üle	6
ohkima		20
raevuma		20
kolima	lahku	4
puurima	välja	1
pühkima	ära	36
asuma	alla	1
pärima	edasi	10
viima	otsa	5
tõmbama	eest	7
teenima	vaja	1
piidlema		67
toetama	vastu	4
tellima	tarvis	2
praakima	välja	24
tellima	juurde	6
tulema	kallale	67
langema	kinni	23
saatma	ette	11
vihastuma		18
astuma	kokku, üles	1
